Timestamp,X,Y,Z,Roll,Yaw,Pitch,DesiredAngle
1741864595.163,1.4704,0.6862,5.7463,-5.3607,178.5753,-0.2647,-150.00
1741864626.065,0.0666,4.6738,0.9990,-60.0259,-62.2320,59.9047,0.00
1741864656.160,1.4730,0.6840,5.7456,137.7490,179.9482,0.1843,0.00
1741864674.071,1.4730,0.6840,5.7456,137.7612,179.9491,0.1623,0.00
1741864679.059,1.4730,0.6840,5.7456,137.7614,179.9573,0.1861,0.00
