Timestamp,X,Y,Z,Roll,Yaw,Pitch,DesiredAngle
1741950906.431,0.7607,-2.3279,5.7959,-179.7704,-153.6356,-0.7576,90.00
1741950937.222,0.7559,-2.3204,5.7962,-179.8916,116.3060,-0.2354,0.00
1741950967.420,0.7571,-2.3224,5.7964,179.3378,26.8196,-0.3914,-90.00
1741951003.621,0.7562,-2.3291,5.7879,-179.9793,-64.2517,-0.7072,180.00
1741951050.324,-0.1914,-2.8810,5.7943,178.6237,72.2323,-1.0254,-45.00
1741951079.931,-0.1709,-2.8892,5.7952,176.4565,-108.0868,0.5103,135.00
