Bin_Start,Bin_End,Count,Average_X,Average_Z,Average_X_Aligned,Average_Z_Aligned,Average_Error
2.9283499104848563e-05,0.011439847431938911,3919,-0.9198686144424597,-2.797065552436846,1.4448292542965453,1.7808679474638576,0.0061835443517013235
0.011439847431938911,0.022850411364772973,1610,-0.9650611180124223,-2.606559440993789,1.5056442209994727,1.9669767347373244,0.015435759509775415
0.022850411364772973,0.034260975297607035,282,-0.6806436170212765,-2.633985106382979,1.7339967960524953,1.7952193958592233,0.027074907442815835
0.034260975297607035,0.045671539230441094,109,-0.28473577981651366,-3.3958614678899086,1.6743647646152917,0.9386899879587529,0.040108748608569555
0.045671539230441094,0.05708210316327515,76,-0.05371710526315791,-3.505396052631579,1.8143288909111026,0.7247332245773881,0.051445944903768144
0.05708210316327515,0.06849266709610922,40,0.17031749999999998,-3.424665,2.047581095648605,0.6767497253352862,0.06344568155713408
0.06849266709610922,0.07990323102894328,44,-0.001011363636363636,-3.3681409090909096,1.9308914942836017,0.8143436543477904,0.07394887806558427
0.07990323102894328,0.09131379496177734,28,0.04407499999999999,-3.6831964285714287,1.8050182720673382,0.5220275711972758,0.08504563299101493
0.09131379496177734,0.1027243588946114,31,0.3614387096774193,-3.544612903225807,2.148073816989861,0.47471995219840096,0.09857543858399209
0.1027243588946114,0.11413492282744546,103,1.276126213592233,-3.0316019417475717,3.1960616954102963,0.43528794618525163,0.10463557142535146
0.11413492282744546,0.12554548676027955,19,0.15020526315789473,-3.953157894736842,1.754748332408961,0.2363428513791635,0.11933922861801964
0.12554548676027955,0.13695605069311362,24,0.06069583333333333,-3.943008333333333,1.6836752003527262,0.29169230055340223,0.13096042618769227
0.13695605069311362,0.14836661462594766,27,0.2398814814814815,-3.8661037037037036,1.8766673709789814,0.26383838453233693,0.1429108351996549
0.14836661462594766,0.15977717855878174,58,0.5778103448275862,-3.7695431034482763,2.215348548934796,0.16995054771345947,0.1529402678042821
0.15977717855878174,0.17118774249161578,145,0.28215655172413795,-4.004232413793104,1.8406845177848858,0.12393857613123169,0.16402322390735352
0.17118774249161578,0.18259830642444985,21,0.31602857142857144,-3.923147619047619,1.9118789429524963,0.17544985142862837,0.1764827638824064
0.18259830642444985,0.19400887035728392,64,0.4706953125,-3.971653124999999,2.018535478075756,0.0533885208742962,0.19002033909948163
0.19400887035728392,0.20541943429011797,64,-0.5074640625,-4.536875,0.8891605180049437,0.0813837069511143,0.2018906060968324
0.20541943429011797,0.21682999822295204,375,0.28508506666666666,-4.095888,1.7953734972757183,0.04421258223339887,0.21193876503852713
0.21682999822295204,0.2282405621557861,109,0.8517550458715597,-3.6993871559633025,2.4856666811515717,0.08691041529301077,0.22307939647409689
