Timestamp,Distance_2,Distance_3,X,Y,Z,Roll,Yaw,Pitch
1742299172.497,2.021,3.978,-0.152,-1.215,-4.9346,1.0773,43.2438,89.6448
1742299172.577,2.022,3.979,-0.1519,-1.2149,-4.9346,1.067,43.2451,89.6508
1742299172.656,2.022,3.979,-0.1521,-1.2149,-4.9344,1.0691,43.2552,89.643
1742299172.736,2.023,3.978,-0.1518,-1.2151,-4.9347,1.0859,43.2494,89.6194
1742299172.816,2.022,3.979,-0.1519,-1.2149,-4.9348,1.1011,43.2558,89.6191
1742299172.895,2.022,3.979,-0.152,-1.2149,-4.9344,1.0893,43.2555,89.6235
1742299172.975,2.022,3.979,-0.152,-1.215,-4.9347,1.099,43.2539,89.6007
1742299173.055,2.022,3.979,-0.152,-1.215,-4.9347,1.0927,43.2499,89.6107
1742299173.134,2.022,3.98,-0.1521,-1.215,-4.9345,1.0862,43.2536,89.6185
1742299173.214,2.023,3.979,-0.152,-1.215,-4.9347,1.0838,43.2591,89.6074
1742299173.294,2.022,3.979,-0.1519,-1.215,-4.9347,1.0865,43.262,89.6036
1742299173.373,2.021,3.979,-0.152,-1.2149,-4.9347,1.0807,43.2626,89.6169
1742299173.453,2.021,3.979,-0.1519,-1.215,-4.9348,1.0796,43.2641,89.6049
1742299173.532,2.022,3.979,-0.1518,-1.215,-4.9349,1.0745,43.2653,89.6071
1742299173.612,2.022,3.979,-0.1519,-1.215,-4.9348,1.0791,43.2602,89.6052
1742299173.692,2.022,3.979,-0.1519,-1.215,-4.9347,1.0658,43.2622,89.6076
1742299173.773,2.022,3.979,-0.152,-1.2151,-4.9348,1.0763,43.2553,89.6058
1742299173.851,2.022,3.978,-0.1519,-1.2151,-4.9348,1.0587,43.2553,89.621
1742299173.931,2.022,3.978,-0.1518,-1.2151,-4.9349,1.075,43.2553,89.6091
1742299174.01,2.022,3.979,-0.152,-1.215,-4.935,1.09,43.2613,89.5977
1742299174.09,2.022,3.979,-0.152,-1.2151,-4.9349,1.0827,43.2502,89.6085
1742299174.17,2.022,3.979,-0.152,-1.2151,-4.9348,1.0747,43.2501,89.6156
1742299174.249,2.022,3.978,-0.1521,-1.215,-4.9349,1.0765,43.2459,89.6059
1742299174.329,2.023,3.979,-0.1518,-1.2151,-4.9351,1.0717,43.2423,89.6061
1742299174.409,2.022,3.977,-0.1519,-1.2151,-4.935,1.0715,43.2447,89.6178
1742299174.488,2.022,3.98,-0.1519,-1.2152,-4.9351,1.0755,43.2463,89.611
1742299174.568,2.022,3.98,-0.1521,-1.215,-4.9349,1.0846,43.2536,89.6029
1742299174.648,2.022,3.979,-0.1519,-1.215,-4.935,1.0817,43.2446,89.6051
1742299174.727,2.023,3.98,-0.152,-1.215,-4.9348,1.0847,43.2493,89.6144
1742299174.807,2.022,3.978,-0.1521,-1.2151,-4.935,1.0688,43.2559,89.6326
1742299174.886,2.022,3.977,-0.152,-1.2152,-4.935,1.0739,43.2483,89.6319
1742299174.966,2.022,3.977,-0.1521,-1.2151,-4.9349,1.074,43.2435,89.6221
1742299175.046,2.022,3.978,-0.1519,-1.215,-4.935,1.0701,43.2435,89.6256
1742299175.125,2.022,3.977,-0.152,-1.2151,-4.935,1.0742,43.2474,89.6255
1742299175.205,2.022,3.981,-0.1521,-1.2149,-4.9348,1.0689,43.247,89.6246
1742299175.404,2.022,3.979,-0.1519,-1.2151,-4.9349,1.0701,43.2442,89.6047
1742299175.484,2.022,3.978,-0.152,-1.2151,-4.9352,1.085,43.2451,89.5933
1742299175.563,2.022,3.978,-0.152,-1.215,-4.9349,1.074,43.2454,89.6097
1742299175.643,2.022,3.978,-0.1521,-1.2151,-4.9348,1.0753,43.2432,89.6076
1742299175.723,2.022,3.978,-0.1524,-1.2151,-4.9345,1.0555,43.2437,89.6102
1742299175.802,2.023,3.978,-0.156,-1.215,-4.9299,0.9716,43.1974,89.6729
1742299176.001,2.022,3.967,-0.1805,-1.2155,-4.9025,0.9613,42.9126,89.7055
1742299176.081,2.024,3.947,-0.1939,-1.2159,-4.8875,1.0064,42.8322,89.7218
1742299176.161,2.024,3.947,-0.2077,-1.2161,-4.873,1.2265,42.755,89.6771
1742299176.24,2.024,3.921,-0.2195,-1.2165,-4.8592,1.1279,42.6464,89.7726
1742299176.32,2.019,3.898,-0.2302,-1.2166,-4.8469,1.2084,42.3202,89.8561
1742299176.4,2.022,3.873,-0.2399,-1.2173,-4.8351,0.9135,42.2383,90.0594
1742299176.479,2.021,3.855,-0.2492,-1.2174,-4.8246,1.0184,42.0728,89.9264
1742299176.559,2.021,3.855,-0.2588,-1.2178,-4.8136,1.0915,41.9233,89.8659
1742299176.639,2.022,3.839,-0.2688,-1.2177,-4.8021,1.0788,41.8773,89.894
1742299176.718,2.024,3.822,-0.2789,-1.2182,-4.7899,1.0988,41.6258,89.8016
1742299176.798,2.021,3.804,-0.2896,-1.2188,-4.7771,1.045,41.4178,89.7871
1742299176.877,2.023,3.783,-0.3005,-1.2191,-4.7634,0.8631,41.3786,89.9961
1742299176.957,2.023,3.783,-0.3109,-1.2192,-4.7508,0.8834,41.1758,89.8576
1742299177.037,2.024,3.761,-0.3214,-1.2196,-4.7383,0.8049,40.9779,89.9511
