Timestamp, Distance_2, Distance_3, X, Y, Z, Roll, Yaw, Pitch
1740983054.381, 1.993, 3.988, -1.0658, -1.1994, -4.8176, 0.5298, 34.7586, 90.3393
1740983054.460, 1.993, 3.988, -1.0656, -1.1995, -4.8177, 0.5426, 34.7601, 90.3240
1740983054.540, 1.993, 3.988, -1.0657, -1.1995, -4.8179, 0.5449, 34.7496, 90.3379
1740983054.620, 1.993, 3.988, -1.0657, -1.1995, -4.8177, 0.5418, 34.7465, 90.3374
1740983054.699, 1.992, 3.990, -1.0657, -1.1994, -4.8175, 0.5535, 34.7471, 90.3362
1740983054.779, 1.992, 3.990, -1.0658, -1.1994, -4.8177, 0.5574, 34.7466, 90.3206
1740983054.859, 1.993, 3.989, -1.0657, -1.1995, -4.8178, 0.5435, 34.7475, 90.3272
1740983054.938, 1.993, 3.989, -1.0657, -1.1995, -4.8178, 0.5416, 34.7388, 90.3276
1740983055.018, 1.992, 3.990, -1.0658, -1.1994, -4.8176, 0.5428, 34.7450, 90.3329
1740983055.098, 1.992, 3.989, -1.0656, -1.1995, -4.8177, 0.5351, 34.7492, 90.3306
1740983055.177, 1.992, 3.989, -1.0657, -1.1994, -4.8178, 0.5286, 34.7410, 90.3331
1740983055.257, 1.994, 3.989, -1.0658, -1.1994, -4.8176, 0.5219, 34.7454, 90.3500
1740983055.337, 1.993, 3.989, -1.0658, -1.1995, -4.8177, 0.5286, 34.7537, 90.3454
1740983055.416, 1.993, 3.990, -1.0656, -1.1994, -4.8179, 0.5305, 34.7493, 90.3338
1740983055.496, 1.993, 3.989, -1.0658, -1.1994, -4.8176, 0.5328, 34.7552, 90.3447
1740983055.575, 1.994, 3.989, -1.0658, -1.1994, -4.8177, 0.5343, 34.7545, 90.3307
1740983055.655, 1.994, 3.988, -1.0657, -1.1995, -4.8176, 0.5334, 34.7568, 90.3281
1740983055.735, 1.993, 3.990, -1.0656, -1.1995, -4.8177, 0.5384, 34.7501, 90.3177
1740983055.814, 1.994, 3.988, -1.0659, -1.1994, -4.8176, 0.5467, 34.7574, 90.3226
1740983055.894, 1.994, 3.989, -1.0657, -1.1995, -4.8176, 0.5344, 34.7510, 90.3297
1740983055.974, 1.993, 3.989, -1.0657, -1.1994, -4.8176, 0.5364, 34.7500, 90.3319
1740983056.053, 1.993, 3.989, -1.0657, -1.1993, -4.8174, 0.5466, 34.7477, 90.3331
1740983056.133, 1.993, 3.989, -1.0656, -1.1994, -4.8178, 0.5397, 34.7508, 90.3275
1740983056.213, 1.994, 3.989, -1.0656, -1.1996, -4.8178, 0.5474, 34.7476, 90.3344
1740983056.294, 1.994, 3.990, -1.0657, -1.1994, -4.8177, 0.5468, 34.7459, 90.3344
1740983056.372, 1.993, 3.990, -1.0656, -1.1994, -4.8177, 0.5459, 34.7500, 90.3349
1740983056.452, 1.993, 3.990, -1.0657, -1.1994, -4.8177, 0.5675, 34.7519, 90.3029
1740983056.531, 1.992, 3.990, -1.0691, -1.1993, -4.8122, 0.5513, 34.7380, 90.3489
1740983056.611, 1.995, 3.988, -1.0786, -1.1997, -4.7967, 0.4094, 34.5579, 90.4476
1740983056.691, 1.995, 3.988, -1.0952, -1.1999, -4.7722, 0.6039, 34.1810, 90.2441
1740983056.770, 1.994, 3.977, -1.1141, -1.2008, -4.7432, 0.5873, 33.9387, 90.3281
1740983056.850, 1.991, 3.946, -1.1300, -1.2014, -4.7173, 0.5334, 33.6205, 90.5277
1740983056.929, 1.990, 3.899, -1.1406, -1.2019, -4.7006, 0.5609, 33.4384, 90.5221
1740983057.009, 1.985, 3.861, -1.1469, -1.2015, -4.6904, 0.5571, 33.3305, 90.4277
1740983057.089, 1.985, 3.861, -1.1506, -1.2022, -4.6846, 0.5339, 33.2514, 90.3921
1740983057.168, 1.985, 3.841, -1.1533, -1.2027, -4.6805, 0.5996, 33.2808, 90.2639
1740983057.248, 1.980, 3.824, -1.1583, -1.2026, -4.6725, 0.5885, 33.1209, 90.2940
1740983057.328, 1.978, 3.819, -1.1663, -1.2037, -4.6603, 0.7431, 33.0208, 90.2539
1740983057.407, 1.977, 3.807, -1.1766, -1.2041, -4.6436, 0.6909, 32.9371, 90.1590
1740983057.487, 1.977, 3.807, -1.1878, -1.2036, -4.6245, 0.5504, 32.6524, 90.3938
1740983057.566, 1.974, 3.791, -1.1986, -1.2042, -4.6058, 0.4381, 32.3353, 90.3613
1740983057.646, 1.987, 3.763, -1.2089, -1.2045, -4.5891, 0.6155, 32.0002, 90.2307
1740983057.726, 1.989, 3.736, -1.2178, -1.2042, -4.5739, 0.6258, 31.6669, 90.2477
1740983057.806, 1.983, 3.710, -1.2251, -1.2048, -4.5610, 0.5773, 31.5947, 90.2221
1740983057.885, 1.983, 3.710, -1.2322, -1.2053, -4.5491, 0.5699, 31.3591, 90.2539
1740983057.965, 1.985, 3.687, -1.2370, -1.2056, -4.5404, 0.4758, 31.3026, 90.3453
1740983058.044, 1.990, 3.669, -1.2378, -1.2056, -4.5390, 0.4733, 31.2720, 90.3599
1740983058.124, 1.992, 3.658, -1.2371, -1.2059, -4.5400, 0.4206, 31.2743, 90.3910
1740983058.204, 1.992, 3.652, -1.2370, -1.2056, -4.5406, 0.4624, 31.2527, 90.3798
1740983058.283, 1.992, 3.652, -1.2368, -1.2057, -4.5407, 0.4317, 31.2688, 90.4053
1740983058.363, 1.993, 3.653, -1.2368, -1.2058, -4.5407, 0.4320, 31.2661, 90.4153
1740983058.443, 1.992, 3.657, -1.2369, -1.2057, -4.5406, 0.4448, 31.2922, 90.3986
1740983058.522, 1.991, 3.654, -1.2369, -1.2058, -4.5405, 0.4546, 31.3036, 90.3938
1740983058.602, 1.992, 3.654, -1.2368, -1.2057, -4.5405, 0.4442, 31.2834, 90.4055
1740983058.682, 1.992, 3.654, -1.2368, -1.2057, -4.5405, 0.4465, 31.2883, 90.3900
1740983058.761, 1.991, 3.657, -1.2369, -1.2057, -4.5407, 0.4470, 31.2844, 90.3883
1740983058.841, 1.992, 3.655, -1.2368, -1.2058, -4.5405, 0.4332, 31.2812, 90.4049
1740983058.921, 1.992, 3.657, -1.2369, -1.2057, -4.5405, 0.4247, 31.2784, 90.4131
1740983059.120, 1.992, 3.658, -1.2368, -1.2058, -4.5407, 0.4194, 31.2811, 90.4003
1740983059.199, 1.991, 3.654, -1.2369, -1.2058, -4.5404, 0.4368, 31.2933, 90.3910
1740983059.279, 1.991, 3.654, -1.2368, -1.2057, -4.5403, 0.4361, 31.2888, 90.3898
1740983059.359, 1.993, 3.653, -1.2368, -1.2057, -4.5405, 0.4336, 31.2931, 90.3872
1740983059.438, 1.992, 3.653, -1.2368, -1.2057, -4.5405, 0.4316, 31.2913, 90.3951
1740983059.518, 1.991, 3.653, -1.2368, -1.2058, -4.5406, 0.4314, 31.2906, 90.3987
1740983059.598, 1.992, 3.655, -1.2368, -1.2057, -4.5405, 0.4281, 31.2905, 90.4020
1740983059.677, 1.992, 3.655, -1.2368, -1.2057, -4.5405, 0.4350, 31.2911, 90.3916
1740983059.757, 1.992, 3.655, -1.2368, -1.2059, -4.5406, 0.4443, 31.2968, 90.3762
1740983059.836, 1.992, 3.655, -1.2368, -1.2057, -4.5405, 0.4471, 31.2968, 90.3728
1740983059.916, 1.992, 3.655, -1.2368, -1.2057, -4.5403, 0.4553, 31.2959, 90.3454
1740983059.996, 1.992, 3.656, -1.2389, -1.2057, -4.5366, 0.4633, 31.2507, 90.3309
1740983060.075, 1.992, 3.656, -1.2449, -1.2064, -4.5269, 0.4567, 31.0294, 90.2547
1740983060.155, 1.992, 3.653, -1.2531, -1.2063, -4.5119, 0.4543, 30.9612, 90.2400
1740983060.235, 1.991, 3.644, -1.2624, -1.2064, -4.4948, 0.3276, 30.6931, 90.2756
1740983060.314, 1.992, 3.622, -1.2717, -1.2069, -4.4788, 0.4409, 30.4640, 90.2273
1740983060.394, 1.991, 3.598, -1.2796, -1.2069, -4.4651, 0.4747, 30.3656, 90.1795
1740983060.474, 1.991, 3.598, -1.2860, -1.2073, -4.4529, 0.3258, 30.2649, 90.2534
1740983060.553, 1.992, 3.573, -1.2920, -1.2074, -4.4424, 0.3659, 30.0647, 90.2448
1740983060.633, 1.994, 3.561, -1.2970, -1.2077, -4.4329, 0.2271, 29.9932, 90.3659
1740983060.713, 1.990, 3.543, -1.2995, -1.2079, -4.4283, 0.1512, 29.8934, 90.4547
1740983060.792, 1.986, 3.533, -1.2994, -1.2083, -4.4285, 0.1581, 29.9010, 90.4115
1740983060.872, 1.986, 3.533, -1.2991, -1.2081, -4.4292, 0.1609, 29.8732, 90.4167
1740983060.951, 1.989, 3.531, -1.2991, -1.2081, -4.4295, 0.1548, 29.9093, 90.4329
1740983061.031, 1.987, 3.531, -1.2991, -1.2082, -4.4295, 0.1519, 29.9066, 90.4674
1740983061.111, 1.986, 3.528, -1.2989, -1.2083, -4.4298, 0.1602, 29.9419, 90.4459
1740983061.190, 1.986, 3.533, -1.2991, -1.2083, -4.4298, 0.1519, 29.9344, 90.4664
1740983061.270, 1.987, 3.533, -1.2991, -1.2081, -4.4297, 0.1376, 29.9392, 90.4730
1740983061.350, 1.986, 3.532, -1.2990, -1.2086, -4.4297, 0.1433, 29.8741, 90.4769
1740983061.429, 1.982, 3.531, -1.2991, -1.2084, -4.4299, 0.1085, 29.8678, 90.5220
1740983061.509, 1.985, 3.531, -1.2991, -1.2083, -4.4297, 0.1143, 29.9027, 90.5321
1740983061.589, 1.985, 3.532, -1.2991, -1.2082, -4.4297, 0.1238, 29.8909, 90.5311
1740983061.668, 1.987, 3.532, -1.2990, -1.2082, -4.4297, 0.1194, 29.8783, 90.5201
1740983061.748, 1.987, 3.533, -1.2990, -1.2084, -4.4301, 0.1293, 29.8855, 90.5208
1740983061.827, 1.989, 3.532, -1.2990, -1.2082, -4.4298, 0.1159, 29.8893, 90.5310
1740983061.907, 1.988, 3.529, -1.2990, -1.2085, -4.4302, 0.1227, 29.8866, 90.5176
1740983061.988, 1.988, 3.531, -1.2991, -1.2083, -4.4300, 0.1243, 29.8955, 90.5238
1740983062.066, 1.982, 3.531, -1.2992, -1.2082, -4.4300, 0.1190, 29.8894, 90.5299
1740983062.146, 1.985, 3.532, -1.2991, -1.2083, -4.4301, 0.1022, 29.8892, 90.5296
1740983062.226, 1.987, 3.531, -1.2992, -1.2084, -4.4300, 0.0997, 29.8806, 90.5419
1740983062.305, 1.988, 3.533, -1.2992, -1.2083, -4.4301, 0.0981, 29.8783, 90.5384
1740983062.386, 1.988, 3.533, -1.2991, -1.2085, -4.4302, 0.0897, 29.8835, 90.5516
1740983062.465, 1.986, 3.531, -1.2992, -1.2084, -4.4303, 0.0920, 29.8768, 90.5483
1740983062.544, 1.990, 3.531, -1.2991, -1.2085, -4.4303, 0.0903, 29.8780, 90.5510
1740983062.624, 1.985, 3.531, -1.2992, -1.2084, -4.4302, 0.0926, 29.8580, 90.5622
1740983062.704, 1.985, 3.533, -1.3005, -1.2086, -4.4274, 0.0043, 29.7658, 90.6486
1740983062.783, 1.985, 3.533, -1.3058, -1.2086, -4.4184, 0.0154, 29.9095, 90.5724
1740983062.863, 1.987, 3.529, -1.3142, -1.2081, -4.4027, 0.1645, 29.6156, 90.5337
1740983062.943, 1.989, 3.519, -1.3236, -1.2090, -4.3855, 0.1485, 29.6337, 90.6224
1740983063.022, 1.985, 3.500, -1.3338, -1.2095, -4.3672, 0.1566, 29.5656, 90.6517
1740983063.102, 1.993, 3.475, -1.3422, -1.2100, -4.3517, 0.1388, 29.5402, 90.7436
1740983063.182, 1.993, 3.475, -1.3491, -1.2102, -4.3387, 0.1041, 29.4462, 90.6943
1740983063.261, 1.997, 3.453, -1.3543, -1.2095, -4.3293, 0.1156, 29.4634, 90.7875
1740983063.341, 1.999, 3.435, -1.3549, -1.2100, -4.3279, 0.1287, 29.4690, 90.6875
1740983063.420, 1.999, 3.414, -1.3540, -1.2105, -4.3297, 0.1307, 29.4494, 90.6592
1740983063.500, 1.999, 3.416, -1.3531, -1.2106, -4.3315, 0.1187, 29.4633, 90.6373
1740983063.580, 1.999, 3.416, -1.3530, -1.2106, -4.3320, 0.1154, 29.4647, 90.6551
1740983063.659, 1.999, 3.419, -1.3529, -1.2106, -4.3321, 0.1278, 29.4441, 90.6396
1740983063.739, 2.000, 3.417, -1.3530, -1.2106, -4.3320, 0.1244, 29.3833, 90.6772
1740983063.819, 2.000, 3.420, -1.3531, -1.2107, -4.3320, 0.2032, 29.3780, 90.6222
1740983063.898, 2.000, 3.419, -1.3530, -1.2106, -4.3320, 0.2118, 29.3699, 90.5892
1740983063.978, 2.000, 3.419, -1.3528, -1.2107, -4.3322, 0.2083, 29.3788, 90.5936
1740983064.058, 1.999, 3.421, -1.3530, -1.2106, -4.3321, 0.2133, 29.3787, 90.5998
1740983064.137, 2.000, 3.418, -1.3530, -1.2106, -4.3322, 0.2079, 29.3790, 90.5985
1740983064.217, 1.998, 3.419, -1.3530, -1.2106, -4.3322, 0.2111, 29.3788, 90.5994
1740983064.296, 2.000, 3.418, -1.3529, -1.2107, -4.3324, 0.2045, 29.3769, 90.6100
