Timestamp,X,Y,Z,Roll,Yaw,Pitch,DesiredAngle
1741936307.648,0.336,-0.1451,5.7217,-179.284,137.9587,-0.5289,90.0
1741936335.334,0.3341,-0.1496,5.7206,-179.5259,47.9451,-0.3707,0.0
1741936457.502,-0.0694,-0.2097,5.6663,-179.5227,-45.5708,-0.6687,-90.00
