Timestamp,X,Y,Z,Roll,Yaw,Pitch,DesiredAngle
1741866053.783,1.4589,0.7002,5.7162,-179.9119,48.7077,-1.3307,0.00
1741866072.989,1.4528,0.6957,5.7203,179.9071,138.6116,-2.7669,90.00
