Timestamp,X,Y,Z,Roll,Yaw,Pitch,DesiredAngle
1741863439.618,1.1702,-0.8832,0.9274,127.0937,52.9994,-77.1036,0.00
1741863449.329,0.0711,4.6837,1.0062,-60.0798,-62.5253,59.9791,0.00
1741863452.722,1.4709,0.6861,5.7477,-5.9317,178.5549,0.2026,0.00
1741863463.369,1.4709,0.6861,5.7477,-5.9356,178.5485,0.1764,0.00
1741863465.674,1.4709,0.6861,5.7477,-5.9297,178.5383,0.1756,0.00
1741863466.905,1.4709,0.6861,5.7477,-5.9362,178.5451,0.1984,0.00
