timestamp,steering_angle,speed
1725954631828916972,2.408017535371343e-11,0.05000000074505806
1725954631857711517,2.4120341141076196e-11,0.10000000149011612
1725954631886499923,2.4160510397885915e-11,0.25042399764060974
1725954631911708473,2.420068138941911e-11,0.2504335939884186
1725954631933477644,2.424085411567578e-11,0.25042256712913513
1725954631955622611,2.4281030311379403e-11,0.2504219710826874
1725954631984045565,2.4321209976529978e-11,0.2504214644432068
1725954632011792228,2.4361393111127505e-11,0.2504311800003052
1725954632032261369,2.4401579715171984e-11,0.2504207491874695
1725954632056672785,2.444176805393994e-11,0.25043103098869324
1725954632084520841,2.448195812743137e-11,0.25042062997817993
1725954632111038140,2.45221482009228e-11,0.2504308223724365
1725954632134627099,2.456233827441423e-11,0.2504270374774933
1725954632159159950,2.4602526613182185e-11,0.25043073296546936
1725954632187475559,0.0011822538217529655,0.30729568004608154
1725954632214339524,0.0061768642626702785,0.5540874600410461
1725954632237175672,0.016489995643496513,0.7506198287010193
1725954632263081819,0.03159920498728752,0.8884499073028564
1725954632292534471,0.05018623545765877,0.9848843812942505
1725954632318075556,0.07087200880050659,1.0576382875442505
1725954632341732044,0.09256145358085632,1.132032871246338
1725954632372019963,0.1145346611738205,1.193206548690796
1725954632399308192,0.13640329241752625,1.245187759399414
1725954632423733905,0.15801602602005005,0.9951877593994141
1725954632444923494,0.179362490773201,0.7451877593994141
1725954632471785735,0.20049813389778137,0.49518775939941406
1725954632498718390,0.22149552404880524,0.24518775939941406
1725954633564424108,0.05000000074505806,0.25
1725954633587368508,0.10000000149011612,0.2500357925891876
1725954633612616610,0.15000000596046448,0.25003477931022644
1725954633636908552,0.20000000298023224,0.2500326633453369
1725954633660131823,0.25,0.25003209710121155
1725954633683379405,0.30000001192092896,0.25002923607826233
1725954633711029222,0.3500000238418579,0.25146931409835815
1725954633736749347,0.39793506264686584,0.2500838041305542
1725954633759810145,0.3991173207759857,0.2824491262435913
1725954633784079532,0.40411192178726196,0.3632291853427887
1725954633810666192,0.4144250750541687,0.4566241502761841
1725954633838481069,0.42953428626060486,0.536022961139679
1725954633862656430,0.4481213092803955,0.6054362058639526
1725954633893946610,0.46880707144737244,0.6559315323829651
1725954633917802433,0.49049651622772217,0.6973573565483093
1725954633945209379,0.5124697089195251,0.73723304271698
1725954633966129376,0.5343383550643921,0.7768877744674683
1725954633989553364,0.5559511184692383,0.8108406066894531
1725954634018140932,0.577297568321228,0.844090461730957
1725954634043972040,0.5984331965446472,0.8617112636566162
1725954634067283329,0.6194306015968323,0.8860103487968445
1725954634092814938,0.6403536200523376,0.9048136472702026
1725954634119140412,0.660565197467804,0.9244072437286377
1725954634145190769,0.6780740022659302,0.9424606561660767
1725954634167775711,0.6909115314483643,0.9790562391281128
1725954634193758616,0.6987462639808655,1.014312744140625
1725954634220210779,0.7024701237678528,1.0675593614578247
1725954634245563007,0.7021424770355225,1.1217387914657593
1725954634270477561,0.6964287161827087,1.180515170097351
1725954634293018146,0.6848499178886414,1.2305952310562134
1725954634319100169,0.6685146689414978,1.2827703952789307
1725954634347394797,0.6489962339401245,1.3226318359375
1725954634370164876,0.6277221441268921,1.3639522790908813
1725954634406078001,0.605731725692749,1.397662878036499
1725954634431569257,0.5836549401283264,1.4316960573196411
1725954634458821140,0.5617949962615967,1.4628773927688599
1725954634480750651,0.5402396321296692,1.4959685802459717
1725954634506723424,0.5189594626426697,1.5180872678756714
1725954634533011891,0.49787917733192444,1.5481280088424683
1725954634558796407,0.4769197106361389,1.568327784538269
1725954634581065970,0.4560181796550751,1.5962257385253906
1725954634606044339,0.435133159160614,1.6151937246322632
1725954634635968050,0.4142422676086426,1.640475869178772
1725954634660953916,0.39333677291870117,1.6568371057510376
1725954634685230115,0.3724159896373749,1.6773711442947388
1725954634707724641,0.3514831066131592,1.6924842596054077
1725954634734388085,0.33054226636886597,1.7190641164779663
1725954634762232214,0.3095971345901489,1.7385728359222412
1725954634786922963,0.2886503338813782,1.7780427932739258
1725954634808842282,0.26770344376564026,1.8151679039001465
1725954634837441406,0.2467571645975113,1.8566031455993652
1725954634862235154,0.2258116900920868,1.8795812129974365
1725954634884277824,0.2048669159412384,1.9193494319915771
1725954634912369821,0.1839226484298706,1.9465842247009277
1725954634941587175,0.16297867894172668,1.9730180501937866
1725954634985198529,0.1420348435640335,1.9920457601547241
1725954635068649144,0.12109105288982391,2.013373613357544
1725954635097168506,0.10014723986387253,2.0363314151763916
1725954635122140347,0.07920338213443756,2.072868585586548
1725954635150284696,0.05825949087738991,2.0927746295928955
1725954635178752792,0.03731556609272957,2.1089377403259277
1725954635207503468,0.016371620818972588,2.122142791748047
1725954635233132221,-0.0045723337680101395,2.1359691619873047
1725954635251277242,-0.025516292080283165,2.1498777866363525
1725954635274063784,-0.04646025225520134,2.1631574630737305
1725954635305480630,-0.06740421056747437,2.1754825115203857
1725954635330632155,-0.08834816515445709,2.1863815784454346
1725954635355348946,-0.10929211974143982,2.201756715774536
1725954635383858484,-0.13023607432842255,2.218292713165283
1725954635411557265,-0.15118001401424408,2.23846173286438
1725954635438964571,-0.1721239686012268,2.257880210876465
1725954635461154033,-0.19306792318820953,2.2798984050750732
1725954635497258507,-0.21401187777519226,2.300060749053955
1725954635523460961,-0.2349558174610138,2.3170416355133057
1725954635552312200,-0.2558997869491577,2.332404375076294
1725954635574109295,-0.27684372663497925,2.348088264465332
1725954635601084312,-0.2977876663208008,2.361299753189087
1725954635620782054,-0.3187316358089447,2.3745181560516357
1725954635647967686,-0.33967557549476624,2.385885715484619
1725954635672969130,-0.36061951518058777,2.399822950363159
1725954635696904014,-0.3815634846687317,2.409174919128418
1725954635724301037,-0.4025074243545532,2.421091318130493
1725954635748511679,-0.42345139384269714,2.4306640625
1725954635776388006,-0.4443953335285187,2.443070888519287
1725954635799825385,-0.4653392732143402,2.4501874446868896
1725954635832474567,-0.48628324270248413,2.460822343826294
1725954635857002983,-0.5072271823883057,2.468306064605713
1725954635879749870,-0.5281711220741272,2.478193998336792
1725954635898902029,-0.5491150617599487,2.4851174354553223
1725954635933822717,-0.570059061050415,2.4968013763427734
1725954635958021405,-0.5910030007362366,2.50688099861145
1725954635979655703,-0.6119469404220581,2.521819829940796
1725954636005279934,-0.6328908801078796,2.534609079360962
1725954636030682209,-0.6535633206367493,2.548468828201294
1725954636065214235,-0.67244952917099,2.5612053871154785
1725954636085668399,-0.6871774196624756,2.5742130279541016
1725954636110191493,-0.6967068314552307,2.5835769176483154
1725954636136877413,-0.7017428874969482,2.5953338146209717
1725954636161710978,-0.7036178112030029,2.603861093521118
1725954636187927960,-0.7036454677581787,2.6154298782348633
1725954636207861070,-0.7028348445892334,2.621136426925659
1725954636238465467,-0.7018295526504517,2.6308512687683105
1725954636266084219,-0.7009636759757996,2.6371021270751953
1725954636285791824,-0.7003560066223145,2.646975517272949
1725954636317000394,-0.7000019550323486,2.651444673538208
1725954636348336696,-0.6998419761657715,2.6596782207489014
1725954636373843140,-0.6998056173324585,2.664281129837036
1725954636392080059,-0.6998331546783447,2.672654390335083
1725954636415212850,-0.699883222579956,2.6765379905700684
1725954636447506551,-0.6999320983886719,2.6822588443756104
1725954636481513358,-0.699969470500946,2.687368392944336
1725954636504409347,-0.6999931931495667,2.6946229934692383
1725954636528930723,-0.7000054121017456,2.702507257461548
1725954636555528439,-0.7000097036361694,2.709756374359131
1725954636585943566,-0.7000094652175903,2.7165029048919678
1725954636610393900,-0.7000072002410889,2.72359299659729
1725954636641361607,-0.6988223195075989,2.728811740875244
1725954636668064379,-0.6938254833221436,2.7346127033233643
1725954636698677089,-0.6835108399391174,2.738560914993286
1725954636722566413,-0.668400764465332,2.7436459064483643
1725954636745705375,-0.6498133540153503,2.746406078338623
1725954636773939607,-0.6291275024414062,2.750528573989868
1725954636799527478,-0.6074381470680237,2.7529478073120117
1725954636823527318,-0.5854650735855103,2.7566394805908203
1725954636841094840,-0.5854650735855103,2.7566394805908203
1725954636871031119,-0.5419839024543762,2.7611637115478516
1725954636897325386,-0.5206375122070312,2.7629716396331787
1725954636922713678,-0.49950188398361206,2.765146017074585
1725954636946212489,-0.4785045087337494,2.7663958072662354
1725954636973746546,-0.45758146047592163,2.768071413040161
1725954636999557594,-0.436687171459198,2.7692322731018066
1725954637023078986,-0.41579461097717285,2.7705228328704834
1725954637051004424,-0.39489123225212097,2.771470546722412
1725954637079961996,-0.3739738464355469,2.7724008560180664
1725954637105237378,-0.3530441224575043,2.773595094680786
1725954637129367109,-0.3321056365966797,2.7745625972747803
1725954637151709935,-0.31116196513175964,2.7754828929901123
1725954637188428140,-0.2902159094810486,2.7760558128356934
1725954637212163858,-0.2692692279815674,2.776463508605957
1725954637233227129,-0.24832290410995483,2.7769320011138916
1725954637254735185,-0.2273772805929184,2.777223587036133
1725954637285292428,-0.20643232762813568,2.7773799896240234
1725954637310628411,-0.18548792600631714,2.7774460315704346
1725954637332981992,-0.1651131957769394,2.7776129245758057
1725954637355432476,-0.1471528261899948,2.7776613235473633
1725954637385680541,-0.13316592574119568,2.7776989936828613
1725954637406648692,-0.1225653812289238,2.7777247428894043
1725954637429716687,-0.11398007720708847,2.7777414321899414
1725954637455356349,-0.1066892072558403,2.7777516841888428
1725954637481071270,-0.10015843063592911,2.7777597904205322
1725954637506725816,-0.09347134083509445,2.77775239944458
1725954637532126453,-0.08576323837041855,2.777769088745117
1725954637563928713,-0.07721010595560074,2.77777099609375
1725954637596066362,-0.06842037290334702,2.777773141860962
1725954637622741721,-0.05930974334478378,2.7777743339538574
1725954637645532056,-0.04943178966641426,2.777775764465332
1725954637663800426,-0.038539037108421326,2.7777769565582275
1725954637699802610,-0.026627834886312485,2.7777771949768066
1725954637724829694,-0.014371096156537533,2.7777774333953857
1725954637748615613,-0.002624083310365677,2.7777769565582275
1725954637774923168,0.008396959863603115,2.7777767181396484
1725954637800769976,0.01814567856490612,2.7777769565582275
1725954637828725006,0.026197586208581924,2.7777771949768066
1725954637846419144,0.032672617584466934,2.7777771949768066
1725954637873300957,0.037263136357069016,2.7777769565582275
1725954637901730578,0.04006623849272728,2.7777771949768066
1725954637931007081,0.04198108986020088,2.7777774333953857
1725954637957659692,0.04374708980321884,2.7777774333953857
1725954637979798736,0.04552718251943588,2.7777769565582275
1725954638014788074,0.04733090102672577,2.7777769565582275
1725954638043320649,0.04929320514202118,2.7777771949768066
1725954638070583412,0.051475558429956436,2.7777771949768066
1725954638095477271,0.05382910370826721,2.7777774333953857
1725954638131455373,0.05623151361942291,2.777777671813965
1725954638158731680,0.058662332594394684,2.777777671813965
1725954638179760823,0.061228491365909576,2.7777771949768066
