steering_angle,speed
-0.1446,0.8662
-0.1564,0.8889
-0.1621,0.9252
-0.1622,0.9575
-0.1579,0.9876
-0.1509,1.0167
-0.1434,1.0462
-0.1366,1.0726
-0.1307,1.0986
-0.1261,1.1209
-0.1229,1.144
-0.1204,1.1799
-0.1173,1.2173
-0.1123,1.2709
-0.105,1.3043
-0.0951,1.3856
-0.0816,1.4406
-0.0651,1.4884
-0.0479,1.5297
-0.0322,1.5674
-0.0195,1.6021
-0.0096,1.6333
-0.0012,1.6656
0.0067,1.6946
0.0137,1.7217
0.0196,1.7478
0.0246,1.7737
0.0291,1.7984
0.0331,1.8218
0.0366,1.8435
0.0396,1.8653
0.0424,1.8853
0.0452,1.9039
0.0481,1.9235
0.0516,1.9465
0.0556,1.9732
0.0604,2.0043
0.0661,2.0276
0.0725,2.0723
0.0796,2.1066
0.0864,2.1362
0.0921,2.1637
0.0964,2.1873
0.0992,2.2109
0.1007,2.2324
0.1014,2.2531
0.1014,2.2726
0.1011,2.2917
0.1005,2.3097
0.1,2.3263
0.0996,2.3426
0.0994,2.358
0.0993,2.373
0.0994,2.388
0.0996,2.3997
0.0999,2.4128
0.1002,2.4278
0.1003,2.4413
0.1,2.4619
0.0993,2.4833
0.098,2.5042
0.0959,2.5239
0.0936,2.5413
0.092,2.5576
0.091,2.5717
0.0908,2.5862
0.091,2.5978
0.0913,2.6096
0.0916,2.6201
0.0918,2.6303
0.0918,2.6397
0.0917,2.6483
0.0912,2.6571
0.0902,2.6649
0.089,2.6724
0.0875,2.6791
0.0857,2.6856
0.0836,2.692
0.0809,2.6972
0.0779,2.7034
0.0747,2.7105
0.0707,2.7179
0.0654,2.7254
0.0593,2.7324
0.0531,2.7389
0.0475,2.7442
0.043,2.7484
0.0399,2.7526
0.0376,2.7557
0.0357,2.7592
0.0334,2.7615
0.0305,2.7639
0.0268,2.7658
0.0227,2.7678
0.0183,2.7692
0.0143,2.7706
0.0108,2.7719
0.0077,2.7727
0.0047,2.7736
0.0013,2.7743
-0.0028,2.775
-0.0075,2.7754
-0.0123,2.7758
-0.0173,2.7763
-0.0229,2.7766
-0.0296,2.777
-0.038,2.7773
-0.0481,2.7775
-0.0597,2.7776
-0.0721,2.7777
-0.0843,2.7777
-0.096,2.7777
-0.1069,2.7777
-0.1167,2.7778
-0.1254,2.7778
-0.1331,2.7778
-0.1402,2.7778
-0.1473,2.7778
-0.1547,2.7778
-0.1625,2.7778
-0.1707,2.7778
-0.1791,2.7778
-0.1874,2.7778
-0.1958,2.7778
-0.2051,2.7778
-0.2163,2.7778
-0.2304,2.7778
-0.2473,2.7778
-0.2663,2.7778
-0.286,2.7778
-0.3049,2.7778
-0.3215,2.7778
-0.3351,2.7778
-0.3457,2.7778
-0.354,2.7778
-0.3609,2.7778
-0.3671,2.7778
-0.3732,2.7778
-0.3795,2.7778
-0.3858,2.7778
-0.3917,2.7778
-0.3977,2.7778
-0.4041,2.7778
-0.4104,2.7778
-0.4164,2.7778
-0.4209,2.7778
-0.4242,2.7778
-0.4281,2.7778
-0.4316,2.7778
-0.4317,2.7778
-0.4268,2.7778
-0.4178,2.7778
-0.4078,2.7778
-0.4009,2.7778
-0.399,2.7778
-0.4002,2.7778
-0.4012,2.7778
-0.3994,2.7778
-0.3948,2.7778
-0.3894,2.7778
-0.3836,2.7778
-0.3768,2.7778
-0.3695,2.7778
-0.3622,2.7778
-0.3556,2.7778
-0.3498,2.7778
-0.3451,2.7778
-0.3415,2.7778
-0.3379,2.7778
-0.3333,2.7778
-0.3272,2.7778
-0.3194,2.7778
-0.3098,2.7778
-0.2991,2.7778
-0.2881,2.7778
-0.278,2.7778
-0.2697,2.7778
-0.2633,2.7778
-0.2586,2.7778
-0.2554,2.7778
-0.253,2.7778
-0.2509,2.7778
-0.2489,2.7778
-0.2468,2.7778
-0.2448,2.7778
-0.2431,2.7778
-0.2418,2.7778
-0.2408,2.7778
-0.2401,2.7778
-0.2391,2.7778
-0.2377,2.7778
-0.2357,2.7778
-0.2327,2.7778
-0.2281,2.7778
-0.2223,2.7778
-0.2161,2.7778
-0.2107,2.7778
-0.2069,2.7778
-0.2047,2.7778
-0.2039,2.7778
