Timestamp,Event_Type,Event_Data
2025-04-01 17:56:23,vehicle_spawned,"{""id"": 156, ""type"": ""vehicle.bh.crossbike"", ""location"": {""x"": 52.270198822021484, ""y"": 14.892081260681152, ""z"": 4.0}}"
2025-04-01 17:56:23,target_set,"{""vehicle_id"": 156, ""target"": {""x"": -26.28300666809082, ""y"": 7.9922966957092285, ""z"": 4.15240478515625}}"
2025-04-01 17:56:23,spawn_complete,"{""vehicles_spawned"": 5, ""vehicles_requested"": 5}"
2025-04-01 17:56:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501390.0783842}"
2025-04-01 17:56:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501390.2351756}"
2025-04-01 17:56:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501390.4323454}"
2025-04-01 17:56:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501390.6280894}"
2025-04-01 17:56:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501390.8231726}"
2025-04-01 17:56:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501400.106374}"
2025-04-01 17:56:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501400.2986052}"
2025-04-01 17:56:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501400.4927914}"
2025-04-01 17:56:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501400.6751122}"
2025-04-01 17:56:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501400.8621688}"
2025-04-01 17:56:50,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501410.008509}"
2025-04-01 17:56:50,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501410.205945}"
2025-04-01 17:56:50,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501410.3991504}"
2025-04-01 17:56:50,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501410.5921595}"
2025-04-01 17:56:50,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501410.7838354}"
2025-04-01 17:56:50,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501410.9709358}"
2025-04-01 17:57:00,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501420.0014045}"
2025-04-01 17:57:00,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501420.1967957}"
2025-04-01 17:57:00,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501420.3883255}"
2025-04-01 17:57:00,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501420.5821788}"
2025-04-01 17:57:00,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501420.789099}"
2025-04-01 17:57:00,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501420.9822965}"
2025-04-01 17:57:10,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501430.0426943}"
2025-04-01 17:57:10,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501430.233282}"
2025-04-01 17:57:10,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501430.4341006}"
2025-04-01 17:57:10,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501430.6013782}"
2025-04-01 17:57:10,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501430.7915103}"
2025-04-01 17:57:10,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501430.9877717}"
2025-04-01 17:57:20,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501440.0533254}"
2025-04-01 17:57:20,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501440.2473066}"
2025-04-01 17:57:20,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501440.4374547}"
2025-04-01 17:57:20,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501440.6387434}"
2025-04-01 17:57:20,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501440.8347955}"
2025-04-01 17:57:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501450.0164225}"
2025-04-01 17:57:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501450.2037609}"
2025-04-01 17:57:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501450.4015222}"
2025-04-01 17:57:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501450.5659606}"
2025-04-01 17:57:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501450.7580729}"
2025-04-01 17:57:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501450.9693882}"
2025-04-01 17:57:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501460.0872524}"
2025-04-01 17:57:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501460.270092}"
2025-04-01 17:57:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501460.457878}"
2025-04-01 17:57:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501460.6496732}"
2025-04-01 17:57:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501460.8086581}"
2025-04-01 17:57:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501460.9984508}"
2025-04-01 17:57:50,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501470.0164735}"
2025-04-01 17:57:50,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501470.1970513}"
2025-04-01 17:57:50,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501470.3830845}"
2025-04-01 17:57:50,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501470.5735865}"
2025-04-01 17:57:50,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501470.7229176}"
2025-04-01 17:57:50,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501470.9112272}"
2025-04-01 17:58:00,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501480.0964198}"
2025-04-01 17:58:00,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501480.286304}"
2025-04-01 17:58:00,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501480.4915044}"
2025-04-01 17:58:00,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501480.677086}"
2025-04-01 17:58:00,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501480.8675723}"
2025-04-01 17:58:10,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501490.047483}"
2025-04-01 17:58:10,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501490.2394967}"
2025-04-01 17:58:10,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501490.4271553}"
2025-04-01 17:58:10,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501490.6153743}"
2025-04-01 17:58:10,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501490.7921913}"
2025-04-01 17:58:10,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501490.9751658}"
2025-04-01 17:58:20,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501500.0063245}"
2025-04-01 17:58:20,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501500.1912134}"
2025-04-01 17:58:20,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501500.3871803}"
2025-04-01 17:58:20,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501500.5763001}"
2025-04-01 17:58:20,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501500.7755566}"
2025-04-01 17:58:20,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501500.9484699}"
2025-04-01 17:58:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501510.0487075}"
2025-04-01 17:58:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501510.2114842}"
2025-04-01 17:58:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501510.3996997}"
2025-04-01 17:58:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501510.5671885}"
2025-04-01 17:58:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501510.7559206}"
2025-04-01 17:58:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501510.9478807}"
2025-04-01 17:58:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501520.017383}"
2025-04-01 17:58:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501520.2120543}"
2025-04-01 17:58:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501520.4166193}"
2025-04-01 17:58:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501520.6186855}"
2025-04-01 17:58:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501520.823122}"
2025-04-01 17:58:50,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501530.1045885}"
2025-04-01 17:58:50,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501530.3018541}"
2025-04-01 17:58:50,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501530.4972017}"
2025-04-01 17:58:50,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501530.6851537}"
2025-04-01 17:58:50,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501530.8778493}"
2025-04-01 17:59:00,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501540.1073067}"
2025-04-01 17:59:00,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501540.318743}"
2025-04-01 17:59:00,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501540.5171163}"
2025-04-01 17:59:00,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501540.7168958}"
2025-04-01 17:59:00,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501540.9174726}"
2025-04-01 17:59:10,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501550.053746}"
2025-04-01 17:59:10,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501550.2479777}"
2025-04-01 17:59:10,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501550.4439352}"
2025-04-01 17:59:10,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501550.6454935}"
2025-04-01 17:59:10,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501550.8415794}"
2025-04-01 17:59:20,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501560.05343}"
2025-04-01 17:59:20,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501560.240463}"
2025-04-01 17:59:20,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501560.4193025}"
2025-04-01 17:59:20,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501560.6063876}"
2025-04-01 17:59:20,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501560.7868838}"
2025-04-01 17:59:20,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501560.9767401}"
2025-04-01 17:59:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501570.001591}"
2025-04-01 17:59:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501570.193623}"
2025-04-01 17:59:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501570.3596368}"
2025-04-01 17:59:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501570.5337365}"
2025-04-01 17:59:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501570.7178216}"
2025-04-01 17:59:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501570.9058003}"
2025-04-01 17:59:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501580.0303001}"
2025-04-01 17:59:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501580.2173889}"
2025-04-01 17:59:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501580.4041076}"
2025-04-01 17:59:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501580.5900757}"
2025-04-01 17:59:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501580.7695227}"
2025-04-01 17:59:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501580.9558241}"
2025-04-01 17:59:50,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501590.0221345}"
2025-04-01 17:59:50,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501590.2187753}"
2025-04-01 17:59:50,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501590.3784242}"
2025-04-01 17:59:50,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501590.5615149}"
2025-04-01 17:59:50,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501590.7528026}"
2025-04-01 17:59:50,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501590.942258}"
2025-04-01 18:00:00,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501600.0454707}"
2025-04-01 18:00:00,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501600.2333748}"
2025-04-01 18:00:00,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501600.4177725}"
2025-04-01 18:00:00,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501600.575018}"
2025-04-01 18:00:00,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501600.7600117}"
2025-04-01 18:00:00,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501600.936473}"
2025-04-01 18:00:10,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501610.005276}"
2025-04-01 18:00:10,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501610.1877923}"
2025-04-01 18:00:10,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501610.3765225}"
2025-04-01 18:00:10,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501610.5812986}"
2025-04-01 18:00:10,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501610.7588148}"
2025-04-01 18:00:10,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501610.9637465}"
2025-04-01 18:00:20,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501620.063503}"
2025-04-01 18:00:20,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501620.2566893}"
2025-04-01 18:00:20,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501620.4497406}"
2025-04-01 18:00:20,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501620.6359603}"
2025-04-01 18:00:20,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501620.8249109}"
2025-04-01 18:00:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501630.0785778}"
2025-04-01 18:00:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501630.2764828}"
2025-04-01 18:00:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501630.46915}"
2025-04-01 18:00:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501630.677607}"
2025-04-01 18:00:30,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501630.8590624}"
2025-04-01 18:00:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501640.0400105}"
2025-04-01 18:00:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501640.2327626}"
2025-04-01 18:00:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501640.42333}"
2025-04-01 18:00:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501640.6184506}"
2025-04-01 18:00:40,heartbeat,"{""active_vehicles"": 5, ""time"": 1743501640.8067372}"
