Timestamp,d_laser_x,d_laser_z,laser_x,laser_z,X,Y,Z,Yaw,Roll,Pitch,X_aligned,Z_aligned,Error,High_Error_Flag
1740983056.85,3.996,2.041,0.262,-0.273,-1.13,-1.2014,-4.7173,33.6205,0.5334,90.5277,0.14240006345847922,-0.263296384820249,0.0815949239176824,0
1740983056.929,3.949,2.04,0.308,-0.272,-1.1406,-1.2019,-4.7006,33.4384,0.5609,90.5221,0.1621773274978202,-0.2629649830775245,0.06220377123998706,0
1740983057.009,3.911,2.035,0.346,-0.268,-1.1469,-1.2015,-4.6904,33.3305,0.5571,90.4277,0.17416595172294436,-0.2629112319136131,0.050486241064623384,0
1740983057.089,3.911,2.035,0.345,-0.268,-1.1506,-1.2022,-4.6846,33.2514,0.5339,90.3921,0.18104438585951543,-0.2627802974701572,0.0437349779451791,0
1740983057.168,3.891,2.035,0.365,-0.268,-1.1533,-1.2027,-4.6805,33.2808,0.5996,90.2639,0.18595079961220184,-0.2626156642801627,0.038962016575297534,0
1740983057.248,3.874,2.03,0.382,-0.263,-1.1583,-1.2026,-4.6725,33.1209,0.5885,90.294,0.19538432879304946,-0.26252332147647905,0.029844777054208668,0
1740983057.328,3.869,2.028,0.386,-0.261,-1.1663,-1.2037,-4.6603,33.0208,0.7431,90.2539,0.20996608819612161,-0.2620625691469347,0.01663815947670778,0
1740983057.407,3.857,2.027,0.398,-0.26,-1.1766,-1.2041,-4.6436,32.9371,0.6909,90.159,0.22958685031363846,-0.26198711104735173,0.010112930488859041,0
1740983057.487,3.857,2.027,0.397,-0.261,-1.1878,-1.2036,-4.6245,32.6524,0.5504,90.3938,0.2517246673417617,-0.26239583739294803,0.014765863531614354,0
1740983057.566,3.841,2.024,0.412,-0.258,-1.1986,-1.2042,-4.6058,32.3353,0.4381,90.3613,0.27331255694993084,-0.2629371527002986,0.015140503311400728,0
1740983057.646,3.813,2.037,0.439,-0.272,-1.2089,-1.2045,-4.5891,32.0002,0.6155,90.2307,0.2929333190674477,-0.26286169460071607,0.01762139324497123,0
1740983057.726,3.786,2.039,0.466,-0.274,-1.2178,-1.2042,-4.5739,31.6669,0.6258,90.2477,0.3105440206674106,-0.2631981305600011,0.009162147499085551,0
1740983057.806,3.76,2.033,0.491,-0.268,-1.2251,-1.2048,-4.561,31.5947,0.5773,90.2221,0.3253578107535584,-0.26369975121538003,0.019240263097029982,0
1740983057.885,3.76,2.033,0.491,-0.268,-1.2322,-1.2053,-4.5491,31.3591,0.5699,90.2539,0.33921412074801705,-0.2638503278934352,0.007120124810038692,0
1740983057.965,3.737,2.035,0.514,-0.27,-1.237,-1.2056,-4.5404,31.3026,0.4758,90.3453,0.3491405171483133,-0.2642937853361058,0.004857867340069552,0
1740983058.044,3.719,2.04,0.532,-0.275,-1.2378,-1.2056,-4.539,31.272,0.4733,90.3599,0.3507522592745058,-0.2643416112562469,0.005997314099873908,0
1740983058.124,3.708,2.042,0.543,-0.277,-1.2371,-1.2059,-4.54,31.2743,0.4206,90.391,0.34953394264644366,-0.2644171400174926,0.00503245827430356,0
1740983058.204,3.702,2.042,0.549,-0.278,-1.237,-1.2056,-4.5406,31.2527,0.4624,90.3798,0.34896988805288487,-0.2641894507215552,0.004831202836781412,0
1740983058.283,3.702,2.042,0.549,-0.277,-1.2368,-1.2057,-4.5407,31.2688,0.4317,90.4053,0.34878023889062204,-0.2643079125097083,0.004621821970272755,0
1740983058.363,3.703,2.043,0.548,-0.279,-1.2368,-1.2058,-4.5407,31.2661,0.432,90.4153,0.34878023889062204,-0.2643079125097083,0.004621821970272755,0
1740983058.443,3.707,2.042,0.544,-0.277,-1.2369,-1.2057,-4.5406,31.2922,0.4448,90.3986,0.34891772074561045,-0.2642747652692692,0.0047318567337155245,0
1740983058.522,3.704,2.041,0.547,-0.276,-1.2369,-1.2058,-4.5405,31.3036,0.4546,90.3938,0.3490030352933249,-0.2643269325765445,0.004744433082066308,0
1740983058.602,3.704,2.042,0.547,-0.277,-1.2368,-1.2057,-4.5405,31.2834,0.4442,90.4055,0.34895086798605,-0.2644122471242589,0.004645384006568618,0
1740983058.682,3.704,2.042,0.547,-0.277,-1.2368,-1.2057,-4.5405,31.2883,0.4465,90.39,0.34895086798605,-0.2644122471242589,0.004645384006568618,0
1740983058.761,3.707,2.041,0.544,-0.276,-1.2369,-1.2057,-4.5407,31.2844,0.447,90.3883,0.34883240619789646,-0.2642225979619939,0.004721365377368645,0
1740983058.841,3.705,2.042,0.546,-0.277,-1.2368,-1.2058,-4.5405,31.2812,0.4332,90.4049,0.34895086798605,-0.2644122471242589,0.004645384006568618,0
1740983058.921,3.707,2.042,0.544,-0.277,-1.2369,-1.2057,-4.5405,31.2784,0.4247,90.4131,0.3490030352933249,-0.2643269325765445,0.004744433082066308,0
1740983059.12,3.708,2.042,0.543,-0.277,-1.2368,-1.2058,-4.5407,31.2811,0.4194,90.4003,0.34878023889062204,-0.2643079125097083,0.004621821970272755,0
1740983059.199,3.704,2.041,0.547,-0.276,-1.2369,-1.2058,-4.5404,31.2933,0.4368,90.391,0.34908834984103887,-0.26437909988381936,0.004759077893037902,0
1740983059.279,3.704,2.041,0.547,-0.276,-1.2368,-1.2057,-4.5403,31.2888,0.4361,90.3898,0.34912149708147755,-0.26451658173880865,0.004677386750320576,0
1740983059.359,3.703,2.043,0.548,-0.278,-1.2368,-1.2057,-4.5405,31.2931,0.4336,90.3872,0.34895086798605,-0.2644122471242589,0.004645384006568618,0
1740983059.438,3.703,2.042,0.548,-0.277,-1.2368,-1.2057,-4.5405,31.2913,0.4316,90.3951,0.34895086798605,-0.2644122471242589,0.004645384006568618,0
1740983059.518,3.703,2.041,0.548,-0.276,-1.2368,-1.2058,-4.5406,31.2906,0.4314,90.3987,0.3488655534383356,-0.2643600798169832,0.004632538769043428,0
1740983059.598,3.705,2.042,0.546,-0.277,-1.2368,-1.2057,-4.5405,31.2905,0.4281,90.402,0.34895086798605,-0.2644122471242589,0.004645384006568618,0
1740983059.677,3.705,2.042,0.546,-0.277,-1.2368,-1.2057,-4.5405,31.2911,0.435,90.3916,0.34895086798605,-0.2644122471242589,0.004645384006568618,0
1740983059.757,3.705,2.042,0.546,-0.277,-1.2368,-1.2059,-4.5406,31.2968,0.4443,90.3762,0.3488655534383356,-0.2643600798169832,0.004632538769043428,0
1740983059.836,3.705,2.042,0.546,-0.277,-1.2368,-1.2057,-4.5405,31.2968,0.4471,90.3728,0.34895086798605,-0.2644122471242589,0.004645384006568618,0
1740983059.916,3.705,2.042,0.546,-0.277,-1.2368,-1.2057,-4.5403,31.2959,0.4553,90.3454,0.34912149708147755,-0.26451658173880865,0.004677386750320576,0
1740983059.996,3.706,2.042,0.545,-0.278,-1.2389,-1.2057,-4.5366,31.2507,0.4633,90.3309,0.3533736487996615,-0.2646551666059973,0.008096826974462613,0
1740983060.075,3.706,2.042,0.545,-0.278,-1.2449,-1.2064,-4.5269,31.0294,0.4567,90.2547,0.364779198364392,-0.26459652254885224,0.00341063221745742,0
1740983060.155,3.703,2.042,0.548,-0.278,-1.2531,-1.2063,-4.5119,30.9612,0.4543,90.24,0.3818540997180051,-0.2654258257275841,0.0024302093228557708,0
1740983060.235,3.694,2.041,0.556,-0.277,-1.2624,-1.2064,-4.4948,30.6931,0.3276,90.2756,0.4012944469536315,-0.2664121823342418,0.00690897910379192,0
1740983060.314,3.672,2.042,0.578,-0.278,-1.2717,-1.2069,-4.4788,30.464,0.4409,90.2273,0.4197963341644044,-0.266824698560872,0.011775318725763479,0
1740983060.394,3.648,2.041,0.602,-0.277,-1.2796,-1.2069,-4.4651,30.3656,0.4747,90.1795,0.43560564447591155,-0.2672317703881686,0.005853004617720366,0
1740983060.474,3.648,2.041,0.602,-0.277,-1.286,-1.2073,-4.4529,30.2649,0.3258,90.2534,0.4493527269625899,-0.2681360508220467,0.011050296774826517,0
1740983060.553,3.623,2.042,0.627,-0.278,-1.292,-1.2074,-4.4424,30.0647,0.3659,90.2448,0.4614407929090323,-0.2684947452231028,0.007148020667071431,0
1740983060.633,3.611,2.044,0.639,-0.28,-1.297,-1.2077,-4.4329,29.9932,0.2271,90.3659,0.4721540403055893,-0.26918491202854655,0.007813916064026595,0
1740983060.713,3.593,2.04,0.657,-0.276,-1.2995,-1.2079,-4.4283,29.8934,0.1512,90.4547,0.4773826921822968,-0.2694517444703557,0.012257744885575813,0
1740983060.792,3.583,2.036,0.667,-0.272,-1.2994,-1.2083,-4.4285,29.901,0.1581,90.4115,0.47715989577959483,-0.2694327244035195,0.01205832825003634,0
1740983060.872,3.583,2.036,0.667,-0.272,-1.2991,-1.2081,-4.4292,29.8732,0.1609,90.4167,0.4764061920237732,-0.2693234968957352,0.011408703419751044,0
1740983060.951,3.581,2.039,0.669,-0.275,-1.2991,-1.2081,-4.4295,29.9093,0.1548,90.4329,0.4761502483806308,-0.2691669949739097,0.01124212968127978,0
1740983061.031,3.581,2.037,0.669,-0.273,-1.2991,-1.2082,-4.4295,29.9066,0.1519,90.4674,0.4761502483806308,-0.2691669949739097,0.01124212968127978,0
1740983061.111,3.578,2.036,0.672,-0.272,-1.2989,-1.2083,-4.4298,29.9419,0.1602,90.4459,0.47578997012293955,-0.2691811221475122,0.010911695503689886,0
1740983061.19,3.583,2.036,0.667,-0.272,-1.2991,-1.2083,-4.4298,29.9344,0.1519,90.4664,0.47589430473748884,-0.26901049305208424,0.011081175290626594,0
1740983061.27,3.583,2.037,0.667,-0.273,-1.2991,-1.2081,-4.4297,29.9392,0.1376,90.473,0.4759796192852028,-0.2690626603593591,0.011134187164074251,0
1740983061.35,3.582,2.036,0.668,-0.272,-1.299,-1.2086,-4.4297,29.8741,0.1433,90.4769,0.47592745197792796,-0.2691479749070731,0.011049726253462474,0
1740983061.429,3.581,2.032,0.669,-0.268,-1.2991,-1.2084,-4.4299,29.8678,0.1085,90.522,0.4758089901897753,-0.2689583257448094,0.011028815341574977,0
1740983061.509,3.581,2.035,0.669,-0.271,-1.2991,-1.2083,-4.4297,29.9027,0.1143,90.5321,0.4759796192852028,-0.2690626603593591,0.011134187164074251,0
1740983061.589,3.582,2.035,0.668,-0.271,-1.2991,-1.2082,-4.4297,29.8909,0.1238,90.5311,0.4759796192852028,-0.2690626603593591,0.011134187164074251,0
1740983061.668,3.582,2.037,0.668,-0.273,-1.299,-1.2082,-4.4297,29.8783,0.1194,90.5201,0.47592745197792796,-0.2691479749070731,0.011049726253462474,0
1740983061.748,3.583,2.037,0.667,-0.273,-1.299,-1.2084,-4.4301,29.8855,0.1293,90.5208,0.47558619378707245,-0.26893930567797275,0.010840006381193005,0
1740983061.827,3.582,2.039,0.668,-0.275,-1.299,-1.2082,-4.4298,29.8893,0.1159,90.531,0.4758421374302144,-0.26909580759979823,0.010996307211669932,0
1740983061.907,3.579,2.038,0.671,-0.274,-1.299,-1.2085,-4.4302,29.8866,0.1227,90.5176,0.47550087923935846,-0.2688871383706979,0.010789256710323573,0
1740983061.988,3.581,2.038,0.669,-0.274,-1.2991,-1.2083,-4.43,29.8955,0.1243,90.5238,0.4757236756420613,-0.26890615843753407,0.010977116645801,0
1740983062.066,3.581,2.032,0.669,-0.268,-1.2992,-1.2082,-4.43,29.8894,0.119,90.5299,0.4757758429493357,-0.2688208438898201,0.011063035902666623,0
1740983062.146,3.582,2.035,0.668,-0.271,-1.2991,-1.2083,-4.4301,29.8892,0.1022,90.5296,0.4756383610943469,-0.26885399113025876,0.010926088589814503,0
1740983062.226,3.581,2.037,0.669,-0.273,-1.2992,-1.2084,-4.43,29.8806,0.0997,90.5419,0.4757758429493357,-0.2688208438898201,0.011063035902666623,0
1740983062.305,3.583,2.038,0.667,-0.274,-1.2992,-1.2083,-4.4301,29.8783,0.0981,90.5384,0.4756905284016213,-0.2687686765825448,0.01101240597692639,0
1740983062.386,3.583,2.038,0.667,-0.274,-1.2991,-1.2085,-4.4302,29.8835,0.0897,90.5516,0.47555304654663333,-0.2688018238229839,0.010875740613376197,0
1740983062.465,3.581,2.036,0.669,-0.272,-1.2992,-1.2084,-4.4303,29.8768,0.092,90.5483,0.47551989930619376,-0.2686643419679946,0.010913190616614919,0
1740983062.544,3.581,2.04,0.669,-0.276,-1.2991,-1.2085,-4.4303,29.878,0.0903,90.551,0.47546773199891934,-0.2687496565157086,0.010826082204860732,0
1740983062.624,3.581,2.035,0.669,-0.271,-1.2992,-1.2084,-4.4302,29.858,0.0926,90.5622,0.47560521385390775,-0.2687165092752699,0.010962454443125862,0
1740983062.704,3.583,2.035,0.667,-0.271,-1.3005,-1.2086,-4.4274,29.7658,0.0043,90.6486,0.4786721961844691,-0.2690681047586936,0.012373988633006006,0
1740983062.783,3.583,2.035,0.667,-0.271,-1.3058,-1.2086,-4.4184,29.9095,0.0154,90.5724,0.48911537276427985,-0.2692414913846193,0.002256794336155155,0
1740983062.863,3.579,2.037,0.671,-0.273,-1.3142,-1.2081,-4.4027,29.6156,0.1645,90.5337,0.5068918105664388,-0.27026533661884944,0.007113139991922917,0
