point_index,error,original_x,original_y,original_z,target_x,target_y,target_z,transformed_x,transformed_y,transformed_z,exceeds_threshold
273,0.6889332333397771,0.5245,0,-0.2894,5.572,0,3.009,5.237,0.0,2.407,1
274,0.6879629350481031,0.5215,0,-0.2813,5.562,0,3.007,5.229,0.0,2.405,1
275,0.6875732688230399,0.5185,0,-0.2731,5.554,0,3.005,5.22,0.0,2.404,1
276,0.6906258031669537,0.5148,0,-0.264,5.552,0,3.003,5.21,0.0,2.403,1
277,0.6902535765934138,0.5112,0,-0.2559,5.544,0,3.001,5.201,0.0,2.402,1
278,0.6893859586617647,0.507,0,-0.247,5.535,0,2.999,5.192,0.0,2.401,1
279,0.6890174163255968,0.5033,0,-0.2392,5.527,0,2.998,5.183,0.0,2.401,1
280,0.6826888017244753,0.4997,0,-0.2319,5.515,0,2.993,5.175,0.0,2.401,1
281,0.6889390393931821,0.4961,0,-0.2249,5.516,0,2.994,5.167,0.0,2.4,1
282,0.691324091870087,0.4922,0,-0.2159,5.509,0,2.994,5.157,0.0,2.399,1
283,0.691324091870087,0.4887,0,-0.2084,5.501,0,2.994,5.149,0.0,2.399,1
284,0.694740958919222,0.4848,0,-0.1994,5.496,0,2.994,5.139,0.0,2.398,1
285,0.6983423229333879,0.4808,0,-0.191,5.489,0,2.996,5.13,0.0,2.397,1
286,0.6980329505116506,0.4767,0,-0.1825,5.485,0,2.992,5.12,0.0,2.397,1
287,0.6935776813018139,0.4726,0,-0.1743,5.474,0,2.987,5.111,0.0,2.396,1
288,0.6882710221998314,0.4689,0,-0.1669,5.464,0,2.982,5.103,0.0,2.396,1
