Timestamp,X,Y,Z,Roll,Yaw,Pitch,DesiredAngle
1741944030.620,-0.1068,-0.2673,5.6633,-179.8785,133.5994,-0.0219,90.00
1741944069.635,-0.1004,-0.2644,5.6627,-179.9925,45.2128,-0.5329,0.00
1741944098.938,-0.1002,-0.2597,5.6633,-179.6626,-47.7316,-0.6909,-90.00
1741944125.650,-0.0998,-0.2230,5.6714,-179.3041,-135.2610,-0.3666,180.00
1741944178.504,-0.5133,0.0967,5.6848,-179.9971,-0.4309,-0.6203,-45.00
1741944216.975,-0.3726,0.0833,5.6956,-179.9604,88.9045,0.1403,45.00
1741944273.272,-0.6282,0.2037,5.6955,-179.4584,-179.3364,0.4478,135.00
1741944310.416,-0.6328,0.2068,5.6953,-178.8205,-90.6074,0.0169,-135.00
