2025-03-28 17:10:11,817 - Timestamp, Before_X, Before_Y, Before_Z, Before_Yaw_Deg, After_X, After_Y, After_Z, After_Yaw_Deg
2025-03-28 17:10:11,864 - 2025-03-28T17:10:11.863993, 0.1397091065138203, 0.0, -1.5447885489091537, 179.86688368845333, -48.09180153281239, -22.407571439762847, 0.0016000000400000006, -89.86688368845334
2025-03-28 17:15:03,564 - 2025-03-28T17:15:03.564871, 0.1400721609929474, 0.0, -1.5436360770243835, -179.88891631145992, -48.0810218838427, -22.445683697545956, 0.0016000000400000006, 269.8889163114599
2025-03-28 17:15:03,584 - 2025-03-28T17:15:03.584670, 0.14042764040602806, 0.0, -1.5423423868037838, 179.86868368845396, -48.070627160648286, -22.48841564038623, 0.0016000000400000006, -89.86868368845396
2025-03-28 17:15:03,644 - 2025-03-28T17:15:03.644434, 0.14044359580659238, 0.0, -1.536039233194265, 179.93818368847866, -48.0762071450031, -22.694953939868643, 0.0016000000400000006, -89.93818368847866
2025-03-28 17:15:03,684 - 2025-03-28T17:15:03.684281, 0.14031075780528246, 0.0, -1.529602436314962, 179.9824836884944, -48.08679174019032, -22.905726998632996, 0.0016000000400000006, -89.9824836884944
2025-03-28 17:15:03,704 - 2025-03-28T17:15:03.704174, 0.1403445712569651, 0.0, -1.5262724428239043, -179.9997163114993, -48.088907968322495, -23.01486698613949, 0.0016000000400000006, 269.9997163114993
2025-03-28 17:15:03,744 - 2025-03-28T17:15:03.744470, 0.1403364474998794, 0.0, -1.518200272483496, -179.85101631144647, -48.09698968233912, -23.279343811724218, 0.0016000000400000006, 269.8510163114465
2025-03-28 17:15:03,785 - 2025-03-28T17:15:03.785322, 0.13988951860321475, 0.0, -1.5098683906695638, -179.53291631133345, -48.119700303077764, -23.551905230097628, 0.0016000000400000006, 269.53291631133345
2025-03-28 17:15:03,824 - 2025-03-28T17:15:03.824422, 0.13927864617258612, 0.0, -1.5011204289141893, -179.25051631123313, -48.14818538619924, -23.837940777867317, 0.0016000000400000006, 269.2505163112331
2025-03-28 17:15:03,864 - 2025-03-28T17:15:03.864131, 0.13860852717310967, 0.0, -1.492588082195581, -178.8796163111014, -48.17840292318648, -24.116854335163637, 0.0016000000400000006, 268.87961631110136
2025-03-28 17:15:03,904 - 2025-03-28T17:15:03.904343, 0.13811750183968963, 0.0, -1.4847542520900747, -178.60421631100357, -48.202076146240366, -24.373054392949292, 0.0016000000400000006, 268.6042163110036
2025-03-28 17:15:03,944 - 2025-03-28T17:15:03.944425, 0.13721039656482548, 0.0, -1.4770843655185337, -178.34701631091215, -48.23922349869058, -24.62347998835207, 0.0016000000400000006, 268.3470163109122
2025-03-28 17:15:03,984 - 2025-03-28T17:15:03.984500, 0.1368908898314145, 0.0, -1.4698078336902989, -178.07671631081612, -48.256737333586386, -24.861586231684278, 0.0016000000400000006, 268.0767163108161
2025-03-28 17:15:04,026 - 2025-03-28T17:15:04.025715, 0.13628894642634481, 0.0, -1.4625464519941551, -177.6959163106808, -48.28349053859654, -25.098922623466002, 0.0016000000400000006, 267.6959163106808
2025-03-28 17:15:04,064 - 2025-03-28T17:15:04.064443, 0.13585852162128598, 0.0, -1.4558423685752837, -177.37761631056765, -48.30408435544857, -25.318165200794247, 0.0016000000400000006, 267.37761631056765
2025-03-28 17:15:04,105 - 2025-03-28T17:15:04.105135, 0.13527930341435201, 0.0, -1.4490046418866278, -177.08071631046215, -48.32968278313304, -25.541642537404453, 0.0016000000400000006, 267.08071631046215
2025-03-28 17:15:04,144 - 2025-03-28T17:15:04.144844, 0.13449962030274065, 0.0, -1.4423901053007833, -176.785016310357, -48.36163334974045, -25.757612957766053, 0.0016000000400000006, 266.78501631035704
2025-03-28 17:15:04,185 - 2025-03-28T17:15:04.185576, 0.13362281529205777, 0.0, -1.4352850920725597, -176.47631631024726, -48.39724099908972, -25.98955981294012, 0.0016000000400000006, 266.4763163102473
2025-03-28 17:15:04,226 - 2025-03-28T17:15:04.226939, 0.1329616253181416, 0.0, -1.4282393254131827, -176.0948163101116, -48.425726657965605, -26.219774214248464, 0.0016000000400000006, 266.0948163101116
2025-03-28 17:15:04,264 - 2025-03-28T17:15:04.264909, 0.13224118877537805, 0.0, -1.4214091737905714, -175.6818163099647, -48.45594477070724, -26.44286662508345, 0.0016000000400000006, 265.6818163099647
2025-03-28 17:15:04,304 - 2025-03-28T17:15:04.304781, 0.13143878046563184, 0.0, -1.4143709821972394, -175.33661630984187, -48.48905011464033, -26.67269610061656, 0.0016000000400000006, 265.3366163098419
2025-03-28 17:15:04,346 - 2025-03-28T17:15:04.346746, 0.13068046859264326, 0.0, -1.406834738895482, -175.0160163097278, -48.521192856258104, -26.918886936737405, 0.0016000000400000006, 265.0160163097278
2025-03-28 17:15:04,384 - 2025-03-28T17:15:04.384588, 0.12936485844238188, 0.0, -1.3994700141937346, -174.68691630961064, -48.571429412329366, -27.158918384700158, 0.0016000000400000006, 264.68691630961064
2025-03-28 17:15:04,426 - 2025-03-28T17:15:04.425970, 0.12865064300614915, 0.0, -1.3914357191835518, -174.40981630951202, -48.602609551631886, -27.421470581408737, 0.0016000000400000006, 264.40981630951205
2025-03-28 17:15:04,468 - 2025-03-28T17:15:04.468471, 0.12720138958610372, 0.0, -1.3842197878836786, -174.0619163093881, -48.65708086698508, -27.65649741853909, 0.0016000000400000006, 264.0619163093881
2025-03-28 17:15:04,504 - 2025-03-28T17:15:04.504175, 0.12600427257353575, 0.0, -1.3764238331083982, -173.91101630933434, -48.70385251532488, -27.91077284744859, 0.0016000000400000006, 263.91101630933434
2025-03-28 17:15:04,544 - 2025-03-28T17:15:04.544206, 0.12480715556096822, 0.0, -1.3686278783331174, -173.71241630926357, -48.75062416366466, -28.165048276358103, 0.0016000000400000006, 263.7124163092636
2025-03-28 17:15:04,585 - 2025-03-28T17:15:04.584950, 0.124033693555889, 0.0, -1.3608091983597013, -173.65681630924374, -48.78353675683291, -28.420478482593303, 0.0016000000400000006, 263.6568163092437
2025-03-28 17:15:04,624 - 2025-03-28T17:15:04.624539, 0.12297779487915017, 0.0, -1.3530056685183758, -173.3651163091398, -48.82568872011554, -28.67513883727803, 0.0016000000400000006, 263.3651163091398
