Timestamp, Distance_2(Z), Distance_3(X), X, Y, Z, Roll, Yaw, Pitch, CalibrationMode
1745407191.855, 3.477, 2.814, 0.1329, -1.1239, -3.0703, 1.5275, 37.0199, 89.4638, 0
1745407191.935, 3.478, 2.813, 0.1328, -1.1239, -3.0704, 1.5304, 37.0258, 89.4579, 0
1745407192.015, 3.483, 2.813, 0.1329, -1.1239, -3.0703, 1.5162, 37.0210, 89.4793, 0
1745407192.094, 3.483, 2.814, 0.1328, -1.1239, -3.0703, 1.5044, 37.0223, 89.4910, 0
1745407192.174, 3.479, 2.817, 0.1329, -1.1239, -3.0703, 1.5074, 37.0178, 89.4889, 0
1745407192.253, 3.480, 2.817, 0.1327, -1.1239, -3.0702, 1.5108, 37.0134, 89.4814, 0
1745407192.333, 3.482, 2.813, 0.1327, -1.1239, -3.0702, 1.5120, 37.0138, 89.4868, 0
1745407192.413, 3.480, 2.818, 0.1328, -1.1239, -3.0702, 1.5225, 37.0119, 89.4743, 0
1745407192.493, 3.480, 2.813, 0.1327, -1.1239, -3.0703, 1.5166, 37.0126, 89.4803, 0
1745407192.572, 3.479, 2.818, 0.1327, -1.1238, -3.0703, 1.5162, 37.0132, 89.4804, 0
1745407192.652, 3.481, 2.818, 0.1326, -1.1239, -3.0703, 1.5401, 37.0041, 89.4590, 0
1745407192.731, 3.480, 2.818, 0.1327, -1.1239, -3.0703, 1.5492, 37.0066, 89.4472, 0
1745407192.811, 3.480, 2.813, 0.1328, -1.1239, -3.0703, 1.5636, 37.0047, 89.4399, 0
1745407193.010, 3.483, 2.818, 0.1325, -1.1238, -3.0702, 1.5336, 37.0082, 89.4779, 0
1745407193.090, 3.483, 2.819, 0.1327, -1.1239, -3.0702, 1.5247, 37.0068, 89.4688, 0
1745407193.170, 3.479, 2.818, 0.1326, -1.1239, -3.0701, 1.5227, 37.0083, 89.4766, 0
1745407193.249, 3.482, 2.818, 0.1327, -1.1238, -3.0703, 1.5366, 37.0115, 89.4593, 0
1745407193.329, 3.481, 2.814, 0.1326, -1.1239, -3.0702, 1.5356, 37.0132, 89.4651, 0
1745407193.409, 3.483, 2.814, 0.1325, -1.1240, -3.0702, 1.5362, 37.0181, 89.4605, 0
1745407193.488, 3.483, 2.818, 0.1325, -1.1238, -3.0703, 1.5327, 37.0176, 89.4647, 0
1745407193.571, 3.479, 2.817, 0.1326, -1.1238, -3.0702, 1.5507, 37.0183, 89.4578, 0
1745407195.459, 3.483, 2.813, 0.1323, -1.1238, -3.0701, 1.5551, 37.0100, 89.4513, 0
1745407195.539, 3.484, 2.818, 0.1333, -1.1237, -3.0714, 1.5579, 37.0501, 89.4758, 0
1745407195.619, 3.480, 2.817, 0.1356, -1.1238, -3.0744, 1.5691, 36.9932, 89.5126, 0
1745407195.698, 3.480, 2.819, 0.1399, -1.1235, -3.0801, 1.5802, 36.9832, 89.5197, 0
1745407195.778, 3.481, 2.824, 0.1420, -1.1230, -3.0873, 2.6568, 37.4038, 88.8888, 0
1745407195.858, 3.479, 2.824, 0.1417, -1.1223, -3.0894, 3.0572, 37.4609, 88.7388, 0
1745407195.937, 3.487, 2.832, 0.1416, -1.1224, -3.0889, 3.0158, 37.3920, 88.8424, 0
1745407196.017, 3.492, 2.835, 0.1416, -1.1224, -3.0889, 2.9915, 37.4072, 88.8648, 0
1745407196.096, 3.492, 2.833, 0.1416, -1.1224, -3.0889, 3.0027, 37.4182, 88.8526, 0
1745407196.176, 3.495, 2.832, 0.1416, -1.1224, -3.0888, 3.0069, 37.4146, 88.8660, 0
