Timestamp, Distance_2(Z), Distance_3(X), X, Y, Z, Roll, Yaw, Pitch, CalibrationMode, IsValid
1745406946.370, 2.308, 2.655, -0.8537, -1.1413, -3.7328, 0.5739, 40.4179, 89.8960, 0, 1
1745406946.449, 2.307, 2.667, -0.8485, -1.1412, -3.7387, 0.5610, 40.4363, 89.8859, 0, 1
1745406946.529, 2.308, 2.677, -0.8441, -1.1411, -3.7435, 0.5262, 40.4433, 89.8934, 0, 1
1745406946.609, 2.308, 2.684, -0.8408, -1.1411, -3.7473, 0.4870, 40.4384, 89.9016, 0, 1
1745406946.688, 2.309, 2.689, -0.8383, -1.1411, -3.7500, 0.4688, 40.4322, 89.9042, 0, 1
1745406946.768, 2.309, 2.694, -0.8366, -1.1411, -3.7520, 0.4696, 40.4196, 89.8860, 0, 1
1745406946.848, 2.310, 2.699, -0.8355, -1.1412, -3.7532, 0.4693, 40.4186, 89.8838, 0, 1
1745406946.927, 2.309, 2.701, -0.8351, -1.1412, -3.7537, 0.4815, 40.4172, 89.8695, 0, 1
1745406947.007, 2.309, 2.703, -0.8350, -1.1413, -3.7538, 0.4979, 40.4225, 89.8572, 0, 1
1745406947.087, 2.308, 2.704, -0.8349, -1.1413, -3.7538, 0.5155, 40.4274, 89.8488, 0, 1
1745406947.166, 2.307, 2.706, -0.8349, -1.1413, -3.7539, 0.5305, 40.4339, 89.8423, 0, 1
1745406947.246, 2.308, 2.705, -0.8349, -1.1413, -3.7539, 0.5426, 40.4418, 89.8373, 0, 1
1745406947.326, 2.308, 2.705, -0.8349, -1.1414, -3.7539, 0.5461, 40.4487, 89.8382, 0, 1
1745406947.405, 2.308, 2.706, -0.8348, -1.1414, -3.7540, 0.5481, 40.4546, 89.8375, 0, 1
1745406947.485, 2.308, 2.705, -0.8347, -1.1414, -3.7540, 0.5520, 40.4579, 89.8353, 0, 1
1745406947.564, 2.309, 2.704, -0.8347, -1.1415, -3.7541, 0.5408, 40.4570, 89.8420, 0, 1
1745406947.644, 2.309, 2.705, -0.8346, -1.1415, -3.7541, 0.5332, 40.4526, 89.8462, 0, 1
1745406947.724, 2.309, 2.706, -0.8346, -1.1415, -3.7541, 0.5249, 40.4481, 89.8503, 0, 1
1745406947.803, 2.310, 2.706, -0.8346, -1.1416, -3.7541, 0.5166, 40.4446, 89.8563, 0, 1
1745406947.883, 2.309, 2.706, -0.8346, -1.1416, -3.7541, 0.5088, 40.4429, 89.8606, 0, 1
1745406947.963, 2.309, 2.706, -0.8346, -1.1416, -3.7542, 0.5099, 40.4437, 89.8581, 0, 1
1745406948.042, 2.309, 2.705, -0.8346, -1.1416, -3.7542, 0.5083, 40.4449, 89.8580, 0, 1
1745406948.122, 2.309, 2.704, -0.8346, -1.1417, -3.7543, 0.5093, 40.4584, 89.8637, 0, 1
1745406948.202, 2.308, 2.704, -0.8344, -1.1417, -3.7545, 0.5025, 40.4480, 89.8701, 0, 1
1745406948.281, 2.308, 2.704, -0.8338, -1.1417, -3.7552, 0.4941, 40.4413, 89.8783, 0, 1
1745406948.361, 2.308, 2.704, -0.8327, -1.1417, -3.7564, 0.4947, 40.4409, 89.8846, 0, 1
1745406948.440, 2.308, 2.704, -0.8312, -1.1417, -3.7581, 0.5023, 40.4334, 89.8880, 0, 1
1745406948.520, 2.308, 2.705, -0.8293, -1.1416, -3.7601, 0.5140, 40.4127, 89.8831, 0, 1
1745406948.600, 2.308, 2.708, -0.8277, -1.1416, -3.7620, 0.5351, 40.4195, 89.8767, 0, 1
1745406948.679, 2.308, 2.712, -0.8264, -1.1416, -3.7634, 0.5522, 40.4192, 89.8692, 0, 1
1745406948.759, 2.308, 2.715, -0.8256, -1.1417, -3.7643, 0.5627, 40.4123, 89.8617, 0, 1
1745406948.839, 2.308, 2.718, -0.8252, -1.1417, -3.7647, 0.5644, 40.4128, 89.8579, 0, 1
1745406948.918, 2.308, 2.721, -0.8252, -1.1417, -3.7648, 0.5644, 40.4147, 89.8556, 0, 1
1745406948.998, 2.308, 2.721, -0.8251, -1.1418, -3.7648, 0.5609, 40.4119, 89.8550, 0, 1
1745406949.078, 2.308, 2.721, -0.8250, -1.1418, -3.7649, 0.5608, 40.4101, 89.8559, 0, 1
1745406949.157, 2.309, 2.722, -0.8248, -1.1418, -3.7653, 0.5736, 40.4124, 89.8612, 0, 1
1745406949.237, 2.309, 2.722, -0.8239, -1.1419, -3.7664, 0.5914, 40.4132, 89.8585, 0, 1
1745406949.316, 2.308, 2.722, -0.8219, -1.1419, -3.7687, 0.6024, 40.4194, 89.8684, 0, 1
1745406949.396, 2.308, 2.724, -0.8187, -1.1418, -3.7725, 0.6372, 40.4374, 89.8673, 0, 1
1745406949.476, 2.307, 2.726, -0.8145, -1.1418, -3.7778, 0.6811, 40.4538, 89.8525, 0, 1
1745406949.556, 2.306, 2.728, -0.8093, -1.1418, -3.7839, 0.7177, 40.4697, 89.8420, 0, 1
1745406949.635, 2.302, 2.732, -0.8040, -1.1416, -3.7902, 0.7507, 40.4987, 89.8411, 0, 1
1745406949.715, 2.293, 2.739, -0.7988, -1.1415, -3.7963, 0.8039, 40.5305, 89.8247, 0, 1
1745406949.795, 2.290, 2.747, -0.7940, -1.1415, -3.8019, 0.8243, 40.5652, 89.8261, 0, 1
1745406949.874, 2.290, 2.754, -0.7895, -1.1412, -3.8070, 0.8391, 40.6155, 89.8427, 0, 1
1745406949.954, 2.289, 2.763, -0.7851, -1.1411, -3.8120, 0.8443, 40.6744, 89.8566, 0, 1
1745406950.034, 2.291, 2.770, -0.7807, -1.1411, -3.8170, 0.8576, 40.7346, 89.8640, 0, 1
1745406950.113, 2.300, 2.776, -0.7761, -1.1410, -3.8222, 0.8326, 40.7864, 89.8887, 0, 1
1745406950.193, 2.302, 2.783, -0.7713, -1.1411, -3.8276, 0.8148, 40.8196, 89.9135, 0, 1
1745406950.272, 2.302, 2.791, -0.7663, -1.1411, -3.8332, 0.7778, 40.8371, 89.9504, 0, 1
1745406950.352, 2.303, 2.798, -0.7613, -1.1411, -3.8389, 0.7496, 40.8371, 89.9885, 0, 1
1745406950.432, 2.304, 2.805, -0.7563, -1.1410, -3.8444, 0.7202, 40.8247, 90.0352, 0, 1
1745406950.511, 2.304, 2.814, -0.7516, -1.1408, -3.8498, 0.7399, 40.8227, 90.0622, 0, 1
1745406950.591, 2.304, 2.821, -0.7470, -1.1406, -3.8551, 0.7511, 40.8321, 90.0930, 0, 1
1745406950.671, 2.305, 2.827, -0.7424, -1.1405, -3.8603, 0.7593, 40.8496, 90.1194, 0, 1
1745406950.750, 2.305, 2.834, -0.7377, -1.1405, -3.8655, 0.7607, 40.8875, 90.1431, 0, 1
1745406950.830, 2.306, 2.841, -0.7331, -1.1404, -3.8709, 0.7715, 40.9323, 90.1601, 0, 1
1745406950.910, 2.306, 2.848, -0.7283, -1.1403, -3.8762, 0.7654, 40.9754, 90.1764, 0, 1
1745406950.989, 2.307, 2.856, -0.7235, -1.1402, -3.8815, 0.7624, 41.0215, 90.1882, 0, 1
1745406951.069, 2.308, 2.865, -0.7190, -1.1401, -3.8866, 0.7676, 41.0652, 90.1950, 0, 1
1745406951.148, 2.308, 2.872, -0.7146, -1.1401, -3.8916, 0.7648, 41.0902, 90.1979, 0, 1
1745406951.228, 2.309, 2.880, -0.7100, -1.1400, -3.8967, 0.7463, 41.1078, 90.1977, 0, 1
1745406951.308, 2.310, 2.885, -0.7053, -1.1400, -3.9018, 0.7200, 41.1097, 90.1964, 0, 1
1745406951.387, 2.310, 2.891, -0.7006, -1.1400, -3.9071, 0.7021, 41.0994, 90.1931, 0, 1
1745406951.467, 2.310, 2.898, -0.6957, -1.1399, -3.9126, 0.7018, 41.0793, 90.1736, 0, 1
1745406951.547, 2.310, 2.903, -0.6908, -1.1398, -3.9182, 0.7154, 41.0642, 90.1638, 0, 1
1745406951.626, 2.311, 2.911, -0.6859, -1.1397, -3.9238, 0.7353, 41.0464, 90.1525, 0, 1
1745406951.706, 2.311, 2.918, -0.6812, -1.1396, -3.9293, 0.7723, 41.0428, 90.1442, 0, 1
1745406951.786, 2.310, 2.924, -0.6767, -1.1394, -3.9348, 0.8342, 41.0452, 90.1071, 0, 1
1745406951.865, 2.310, 2.930, -0.6722, -1.1394, -3.9401, 0.8865, 41.0580, 90.0780, 0, 1
1745406951.945, 2.310, 2.938, -0.6677, -1.1392, -3.9454, 0.9465, 41.0807, 90.0403, 0, 1
1745406952.025, 2.310, 2.943, -0.6631, -1.1391, -3.9508, 1.0062, 41.1148, 90.0036, 0, 1
1745406952.104, 2.310, 2.949, -0.6584, -1.1389, -3.9563, 1.0507, 41.1565, 89.9708, 0, 1
1745406952.184, 2.310, 2.955, -0.6534, -1.1389, -3.9619, 1.0708, 41.2059, 89.9632, 0, 1
1745406952.263, 2.311, 2.962, -0.6484, -1.1387, -3.9675, 1.0935, 41.2707, 89.9647, 0, 1
1745406952.463, 2.311, 2.970, -0.6416, -1.1386, -3.9750, 1.1058, 41.3496, 89.9564, 0, 1
1745406952.542, 2.311, 2.980, -0.6349, -1.1386, -3.9825, 1.1047, 41.4247, 89.9578, 0, 1
1745406952.622, 2.311, 2.991, -0.6282, -1.1385, -3.9899, 1.0978, 41.4820, 89.9635, 0, 1
1745406952.702, 2.311, 3.003, -0.6216, -1.1384, -3.9972, 1.0848, 41.5245, 89.9677, 0, 1
1745406952.781, 2.311, 3.017, -0.6150, -1.1384, -4.0045, 1.0764, 41.5579, 89.9699, 0, 1
1745406952.861, 2.311, 3.025, -0.6101, -1.1382, -4.0100, 1.0823, 41.5770, 89.9764, 0, 1
1745406952.940, 2.312, 3.034, -0.6050, -1.1381, -4.0157, 1.0740, 41.5993, 89.9846, 0, 1
1745406953.020, 2.313, 3.041, -0.5998, -1.1380, -4.0214, 1.0502, 41.6377, 90.0033, 0, 1
1745406953.100, 2.313, 3.049, -0.5946, -1.1379, -4.0271, 1.0440, 41.6809, 90.0189, 0, 1
1745406953.179, 2.314, 3.056, -0.5894, -1.1377, -4.0328, 1.0389, 41.7156, 90.0266, 0, 1
1745406953.259, 2.315, 3.063, -0.5843, -1.1377, -4.0385, 1.0121, 41.7487, 90.0355, 0, 1
1745406953.339, 2.316, 3.069, -0.5792, -1.1376, -4.0439, 0.9905, 41.7717, 90.0422, 0, 1
1745406953.420, 2.316, 3.077, -0.5744, -1.1375, -4.0492, 0.9744, 41.7843, 90.0324, 0, 1
1745406953.498, 2.316, 3.083, -0.5695, -1.1374, -4.0546, 0.9492, 41.7842, 90.0193, 0, 1
1745406953.578, 2.316, 3.091, -0.5645, -1.1374, -4.0599, 0.9066, 41.7729, 90.0183, 0, 1
1745406953.657, 2.316, 3.099, -0.5593, -1.1372, -4.0654, 0.8755, 41.7392, 90.0276, 0, 1
1745406953.737, 2.317, 3.106, -0.5544, -1.1371, -4.0708, 0.8630, 41.7056, 90.0252, 0, 1
1745406953.817, 2.317, 3.114, -0.5503, -1.1370, -4.0754, 0.8654, 41.6686, 90.0160, 0, 1
1745406953.896, 2.318, 3.122, -0.5472, -1.1369, -4.0788, 0.8594, 41.6422, 90.0200, 0, 1
1745406953.976, 2.318, 3.127, -0.5452, -1.1369, -4.0811, 0.8619, 41.6246, 90.0150, 0, 1
1745406954.056, 2.318, 3.132, -0.5443, -1.1369, -4.0822, 0.8601, 41.6211, 90.0031, 0, 1
1745406954.135, 2.318, 3.137, -0.5440, -1.1369, -4.0824, 0.8513, 41.6206, 90.0011, 0, 1
1745406954.215, 2.318, 3.138, -0.5441, -1.1369, -4.0824, 0.8342, 41.6194, 90.0124, 0, 1
1745406954.295, 2.318, 3.137, -0.5440, -1.1369, -4.0824, 0.8213, 41.6189, 90.0202, 0, 1
1745406954.374, 2.318, 3.137, -0.5440, -1.1369, -4.0824, 0.8100, 41.6194, 90.0316, 0, 1
1745406954.454, 2.318, 3.138, -0.5442, -1.1369, -4.0822, 0.7975, 41.6124, 90.0386, 0, 1
1745406954.533, 2.318, 3.137, -0.5450, -1.1369, -4.0813, 0.7942, 41.6048, 90.0454, 0, 1
1745406954.613, 2.318, 3.138, -0.5468, -1.1369, -4.0793, 0.7909, 41.6126, 90.0478, 0, 1
1745406954.693, 2.318, 3.137, -0.5498, -1.1370, -4.0760, 0.7975, 41.6175, 90.0408, 0, 1
1745406954.772, 2.319, 3.136, -0.5540, -1.1372, -4.0714, 0.8016, 41.6115, 90.0445, 0, 1
1745406954.852, 2.319, 3.132, -0.5592, -1.1373, -4.0657, 0.8246, 41.5785, 90.0496, 0, 1
1745406954.932, 2.319, 3.127, -0.5648, -1.1374, -4.0596, 0.8603, 41.5317, 90.0426, 0, 1
1745406955.011, 2.318, 3.118, -0.5702, -1.1375, -4.0536, 0.9055, 41.4513, 90.0343, 0, 1
1745406955.091, 2.318, 3.108, -0.5751, -1.1376, -4.0482, 0.9395, 41.3545, 90.0375, 0, 1
1745406955.171, 2.318, 3.099, -0.5796, -1.1377, -4.0432, 0.9723, 41.2582, 90.0265, 0, 1
1745406955.250, 2.318, 3.091, -0.5838, -1.1378, -4.0386, 0.9881, 41.1841, 90.0167, 0, 1
1745406955.330, 2.316, 3.084, -0.5879, -1.1378, -4.0339, 0.9964, 41.1059, 90.0111, 0, 1
1745406955.409, 2.316, 3.078, -0.5922, -1.1379, -4.0292, 1.0200, 41.0245, 89.9988, 0, 1
1745406955.489, 2.315, 3.072, -0.5966, -1.1380, -4.0243, 1.0190, 40.9630, 89.9874, 0, 1
1745406955.569, 2.313, 3.067, -0.6011, -1.1381, -4.0192, 1.0188, 40.8857, 89.9774, 0, 1
1745406955.648, 2.312, 3.062, -0.6057, -1.1382, -4.0139, 1.0309, 40.7983, 89.9600, 0, 1
1745406955.728, 2.312, 3.055, -0.6103, -1.1383, -4.0087, 1.0390, 40.7169, 89.9466, 0, 1
1745406955.808, 2.311, 3.048, -0.6148, -1.1384, -4.0035, 1.0274, 40.6445, 89.9450, 0, 1
1745406955.887, 2.311, 3.041, -0.6192, -1.1384, -3.9985, 1.0514, 40.5640, 89.9330, 0, 1
1745406955.967, 2.310, 3.033, -0.6236, -1.1385, -3.9935, 1.0779, 40.4969, 89.9275, 0, 1
1745406956.047, 2.310, 3.027, -0.6279, -1.1386, -3.9885, 1.0938, 40.4203, 89.9337, 0, 1
1745406956.126, 2.310, 3.019, -0.6323, -1.1387, -3.9835, 1.1026, 40.3380, 89.9471, 0, 1
1745406956.206, 2.310, 3.012, -0.6367, -1.1388, -3.9783, 1.1078, 40.2477, 89.9627, 0, 1
1745406956.286, 2.311, 3.005, -0.6412, -1.1390, -3.9729, 1.1052, 40.1551, 89.9830, 0, 1
1745406956.365, 2.312, 2.999, -0.6457, -1.1391, -3.9675, 1.1053, 40.0573, 89.9908, 0, 1
1745406956.445, 2.314, 2.990, -0.6502, -1.1393, -3.9623, 1.0995, 39.9831, 89.9922, 0, 1
1745406956.524, 2.315, 2.984, -0.6548, -1.1394, -3.9569, 1.0927, 39.9149, 89.9961, 0, 1
1745406956.604, 2.316, 2.979, -0.6591, -1.1395, -3.9517, 1.0735, 39.8576, 90.0049, 0, 1
1745406956.684, 2.316, 2.971, -0.6635, -1.1397, -3.9465, 1.0410, 39.7968, 90.0199, 0, 1
1745406956.763, 2.316, 2.964, -0.6678, -1.1398, -3.9413, 0.9972, 39.7526, 90.0471, 0, 1
1745406956.843, 2.316, 2.958, -0.6720, -1.1399, -3.9360, 0.9445, 39.7155, 90.0858, 0, 1
1745406956.923, 2.316, 2.951, -0.6762, -1.1400, -3.9309, 0.8747, 39.6892, 90.1253, 0, 1
1745406957.002, 2.316, 2.944, -0.6804, -1.1401, -3.9258, 0.8182, 39.6765, 90.1539, 0, 1
1745406957.082, 2.316, 2.939, -0.6845, -1.1403, -3.9208, 0.7750, 39.6805, 90.1725, 0, 1
1745406957.162, 2.316, 2.933, -0.6888, -1.1404, -3.9157, 0.7489, 39.6941, 90.1833, 0, 1
1745406957.241, 2.315, 2.927, -0.6930, -1.1405, -3.9107, 0.7277, 39.7053, 90.1966, 0, 1
1745406957.321, 2.315, 2.921, -0.6974, -1.1406, -3.9056, 0.7356, 39.7086, 90.2047, 0, 1
1745406957.401, 2.314, 2.913, -0.7019, -1.1408, -3.9003, 0.7634, 39.6853, 90.2041, 0, 1
1745406957.480, 2.315, 2.906, -0.7066, -1.1409, -3.8950, 0.7846, 39.6427, 90.2166, 0, 1
1745406957.560, 2.315, 2.900, -0.7112, -1.1411, -3.8896, 0.7974, 39.5700, 90.2298, 0, 1
1745406957.640, 2.316, 2.892, -0.7158, -1.1411, -3.8841, 0.8001, 39.4871, 90.2436, 0, 1
1745406957.719, 2.316, 2.884, -0.7203, -1.1412, -3.8786, 0.7922, 39.4042, 90.2463, 0, 1
1745406957.799, 2.317, 2.877, -0.7247, -1.1414, -3.8734, 0.7701, 39.3409, 90.2556, 0, 1
1745406957.878, 2.317, 2.869, -0.7289, -1.1414, -3.8683, 0.7632, 39.2878, 90.2494, 0, 1
1745406957.958, 2.317, 2.861, -0.7330, -1.1414, -3.8633, 0.7282, 39.2356, 90.2501, 0, 1
1745406958.038, 2.317, 2.856, -0.7371, -1.1414, -3.8583, 0.7018, 39.1859, 90.2352, 0, 1
1745406958.117, 2.315, 2.851, -0.7414, -1.1414, -3.8532, 0.6862, 39.1242, 90.2129, 0, 1
1745406958.197, 2.312, 2.846, -0.7456, -1.1415, -3.8481, 0.6725, 39.0627, 90.1853, 0, 1
1745406958.277, 2.302, 2.840, -0.7500, -1.1415, -3.8427, 0.6529, 39.0062, 90.1581, 0, 1
1745406958.356, 2.294, 2.835, -0.7544, -1.1416, -3.8374, 0.6816, 38.9629, 90.1066, 0, 1
1745406958.436, 2.287, 2.827, -0.7588, -1.1417, -3.8322, 0.7354, 38.9107, 90.0483, 0, 1
1745406958.516, 2.283, 2.820, -0.7631, -1.1417, -3.8271, 0.7755, 38.8672, 90.0057, 0, 1
1745406958.595, 2.284, 2.813, -0.7673, -1.1418, -3.8219, 0.8148, 38.8128, 89.9723, 0, 1
1745406958.675, 2.293, 2.806, -0.7716, -1.1419, -3.8168, 0.8502, 38.7562, 89.9419, 0, 1
1745406958.755, 2.302, 2.799, -0.7761, -1.1420, -3.8113, 0.8717, 38.6902, 89.9261, 0, 1
1745406958.834, 2.310, 2.793, -0.7809, -1.1422, -3.8054, 0.8761, 38.6372, 89.9174, 0, 1
1745406958.914, 2.316, 2.785, -0.7862, -1.1423, -3.7989, 0.8826, 38.5832, 89.9005, 0, 1
1745406958.994, 2.318, 2.777, -0.7919, -1.1424, -3.7919, 0.8547, 38.5295, 89.9072, 0, 1
1745406959.073, 2.320, 2.768, -0.7980, -1.1425, -3.7844, 0.7994, 38.4770, 89.9200, 0, 1
1745406959.153, 2.319, 2.759, -0.8041, -1.1427, -3.7768, 0.7209, 38.4512, 89.9437, 0, 1
1745406959.232, 2.319, 2.751, -0.8101, -1.1428, -3.7692, 0.6371, 38.4268, 89.9728, 0, 1
1745406959.312, 2.319, 2.742, -0.8160, -1.1428, -3.7618, 0.5509, 38.4186, 90.0078, 0, 1
1745406959.392, 2.319, 2.732, -0.8217, -1.1428, -3.7547, 0.4898, 38.4376, 90.0315, 0, 1
1745406959.471, 2.319, 2.724, -0.8271, -1.1427, -3.7479, 0.4773, 38.4468, 90.0368, 0, 1
1745406959.551, 2.320, 2.716, -0.8326, -1.1426, -3.7412, 0.5145, 38.4281, 90.0198, 0, 1
1745406959.631, 2.320, 2.707, -0.8381, -1.1425, -3.7346, 0.5595, 38.3872, 90.0025, 0, 1
1745406959.710, 2.320, 2.698, -0.8435, -1.1426, -3.7279, 0.6060, 38.3177, 89.9743, 0, 1
1745406959.790, 2.320, 2.689, -0.8491, -1.1427, -3.7210, 0.6634, 38.2240, 89.9260, 0, 1
1745406959.870, 2.320, 2.681, -0.8547, -1.1428, -3.7141, 0.7182, 38.1278, 89.8860, 0, 1
1745406959.949, 2.321, 2.672, -0.8603, -1.1430, -3.7071, 0.7279, 38.0275, 89.8572, 0, 1
1745406960.029, 2.322, 2.662, -0.8659, -1.1431, -3.7001, 0.7121, 37.9374, 89.8367, 0, 1
1745406960.109, 2.322, 2.655, -0.8715, -1.1432, -3.6930, 0.7035, 37.8590, 89.8272, 0, 1
1745406960.188, 2.322, 2.646, -0.8771, -1.1433, -3.6860, 0.6913, 37.7749, 89.8168, 0, 1
1745406960.268, 2.322, 2.637, -0.8826, -1.1434, -3.6790, 0.6700, 37.7022, 89.8065, 0, 1
1745406960.348, 2.322, 2.628, -0.8882, -1.1434, -3.6721, 0.6762, 37.6422, 89.7870, 0, 1
1745406960.427, 2.322, 2.621, -0.8938, -1.1435, -3.6650, 0.6976, 37.5852, 89.7773, 0, 1
1745406960.507, 2.322, 2.611, -0.8994, -1.1435, -3.6579, 0.6970, 37.5274, 89.7885, 0, 1
1745406960.586, 2.323, 2.602, -0.9052, -1.1436, -3.6505, 0.6945, 37.4802, 89.8101, 0, 1
1745406960.666, 2.323, 2.593, -0.9112, -1.1436, -3.6429, 0.6963, 37.4217, 89.8205, 0, 1
1745406960.746, 2.324, 2.585, -0.9173, -1.1437, -3.6350, 0.6665, 37.3613, 89.8616, 0, 1
1745406960.825, 2.326, 2.575, -0.9236, -1.1438, -3.6268, 0.6145, 37.3045, 89.9059, 0, 1
1745406960.905, 2.326, 2.565, -0.9300, -1.1439, -3.6185, 0.5631, 37.2612, 89.9372, 0, 1
1745406960.985, 2.327, 2.556, -0.9363, -1.1437, -3.6101, 0.5144, 37.2202, 89.9453, 0, 1
1745406961.064, 2.328, 2.547, -0.9428, -1.1437, -3.6016, 0.4456, 37.2067, 89.9714, 0, 1
1745406961.144, 2.330, 2.538, -0.9494, -1.1437, -3.5929, 0.4152, 37.2065, 89.9657, 0, 1
1745406961.224, 2.329, 2.528, -0.9563, -1.1437, -3.5842, 0.4505, 37.1990, 89.9156, 0, 1
1745406961.303, 2.331, 2.518, -0.9636, -1.1439, -3.5752, 0.4920, 37.1574, 89.8708, 0, 1
1745406961.383, 2.332, 2.506, -0.9710, -1.1440, -3.5657, 0.5254, 37.1028, 89.8548, 0, 1
1745406961.463, 2.333, 2.495, -0.9787, -1.1441, -3.5559, 0.5783, 37.0054, 89.8256, 0, 1
1745406961.542, 2.334, 2.482, -0.9865, -1.1441, -3.5459, 0.5881, 36.8801, 89.8138, 0, 1
1745406961.622, 2.336, 2.470, -0.9941, -1.1441, -3.5359, 0.5626, 36.7412, 89.8289, 0, 1
1745406961.701, 2.337, 2.458, -1.0015, -1.1440, -3.5260, 0.5237, 36.6386, 89.8437, 0, 1
1745406961.781, 2.336, 2.446, -1.0088, -1.1441, -3.5163, 0.5184, 36.5488, 89.8267, 0, 1
1745406961.861, 2.337, 2.434, -1.0160, -1.1441, -3.5068, 0.5177, 36.4585, 89.8121, 0, 1
1745406961.940, 2.338, 2.423, -1.0233, -1.1441, -3.4971, 0.5085, 36.3982, 89.8290, 0, 1
1745406962.020, 2.338, 2.413, -1.0310, -1.1440, -3.4870, 0.4955, 36.3392, 89.8443, 0, 1
1745406962.100, 2.338, 2.400, -1.0391, -1.1440, -3.4764, 0.5041, 36.2606, 89.8427, 0, 1
1745406962.179, 2.340, 2.387, -1.0475, -1.1440, -3.4652, 0.4634, 36.1758, 89.8679, 0, 1
1745406962.259, 2.340, 2.373, -1.0561, -1.1441, -3.4535, 0.3826, 36.1131, 89.9145, 0, 1
1745406962.339, 2.341, 2.360, -1.0647, -1.1441, -3.4420, 0.3327, 36.0397, 89.9174, 0, 1
1745406962.418, 2.342, 2.345, -1.0729, -1.1441, -3.4310, 0.2647, 36.0028, 89.9406, 0, 1
1745406962.498, 2.342, 2.332, -1.0803, -1.1441, -3.4208, 0.2161, 35.9638, 89.9635, 0, 1
1745406962.578, 2.344, 2.319, -1.0871, -1.1441, -3.4120, 0.2093, 35.9286, 89.9673, 0, 1
1745406962.657, 2.346, 2.306, -1.0932, -1.1440, -3.4040, 0.2217, 35.8752, 89.9760, 0, 1
1745406962.737, 2.347, 2.295, -1.0986, -1.1439, -3.3968, 0.2225, 35.7956, 90.0050, 0, 1
1745406962.817, 2.348, 2.285, -1.1035, -1.1439, -3.3903, 0.2234, 35.7119, 90.0396, 0, 1
1745406962.896, 2.351, 2.276, -1.1072, -1.1438, -3.3852, 0.2175, 35.6622, 90.0679, 0, 1
1745406962.976, 2.352, 2.269, -1.1099, -1.1438, -3.3813, 0.1941, 35.6208, 90.1123, 0, 1
1745406963.055, 2.352, 2.261, -1.1117, -1.1438, -3.3789, 0.1762, 35.6015, 90.1307, 0, 1
1745406963.135, 2.352, 2.256, -1.1125, -1.1438, -3.3778, 0.1634, 35.6148, 90.1398, 0, 1
1745406963.217, 2.354, 2.253, -1.1126, -1.1438, -3.3778, 0.1796, 35.6247, 90.1157, 0, 1
1745406965.465, 2.354, 2.252, -1.1130, -1.1435, -3.3776, 0.1662, 35.6229, 90.1108, 0, 1
1745406965.545, 2.355, 2.252, -1.1135, -1.1432, -3.3774, 0.1624, 35.6189, 90.0928, 0, 1
1745406965.624, 2.355, 2.252, -1.1139, -1.1428, -3.3771, 0.1515, 35.6187, 90.0860, 0, 1
