Timestamp,X,Y,Z,Roll,Yaw,Pitch,DesiredAngle
1741592503.551,0.9622,-1.0957,-1.0178,179.5679,150.9482,-89.0844,0.00
1741592530.711,0.9582,-1.0923,-1.0205,-178.8821,-118.5551,-89.1115,90.00
1741592561.150,0.9456,-1.0864,-1.0031,0.3282,-29.5351,88.4393,180.00
1741592611.414,2.1155,-1.0833,-1.5097,-5.7378,-87.7984,83.4532,120.00
