Timestamp,X,Y,Z,Roll,Yaw,Pitch,DesiredAngle
1741865221.181,1.4598,0.6637,5.7154,-178.8151,139.6599,-4.0554,90.00
1741865229.037,1.4597,0.6628,5.7158,-178.7515,139.6427,-4.3318,90.00
1741865232.725,1.4597,0.6626,5.7159,-178.7389,139.6633,-4.4195,90.00
1741865265.025,0.0522,4.6683,0.9786,-62.2754,-60.3002,59.8905,0.00
