Timestamp, Distance_2(Z), Distance_3(X), X, Y, Z, Roll, Yaw, Pitch, CalibrationMode
1745406883.630, 2.233, 3.224, -0.5501, -1.1373, -4.2071, 0.2365, 40.8622, 90.7565, 0
1745406883.709, 2.233, 3.224, -0.5501, -1.1372, -4.2069, 0.2440, 40.8644, 90.7471, 0
1745406883.789, 2.234, 3.227, -0.5501, -1.1373, -4.2070, 0.2485, 40.8640, 90.7517, 0
1745406883.868, 2.233, 3.228, -0.5501, -1.1373, -4.2071, 0.2345, 40.8644, 90.7581, 0
1745406883.988, 2.234, 3.227, -0.5501, -1.1373, -4.2071, 0.2431, 40.8683, 90.7519, 0
1745406884.068, 2.233, 3.228, -0.5500, -1.1373, -4.2070, 0.2306, 40.8612, 90.7648, 0
1745406884.147, 2.234, 3.224, -0.5502, -1.1373, -4.2070, 0.2259, 40.8597, 90.7672, 0
1745406884.227, 2.234, 3.224, -0.5501, -1.1373, -4.2069, 0.2283, 40.8650, 90.7607, 0
1745406884.306, 2.233, 3.223, -0.5500, -1.1374, -4.2071, 0.2246, 40.8684, 90.7572, 0
1745406884.386, 2.234, 3.223, -0.5500, -1.1373, -4.2070, 0.2271, 40.8652, 90.7653, 0
1745406884.466, 2.233, 3.224, -0.5501, -1.1373, -4.2070, 0.2179, 40.8580, 90.7759, 0
1745406884.545, 2.234, 3.223, -0.5501, -1.1373, -4.2071, 0.2176, 40.8553, 90.7734, 0
1745406884.625, 2.234, 3.223, -0.5502, -1.1372, -4.2070, 0.2123, 40.8557, 90.7832, 0
1745406884.705, 2.233, 3.227, -0.5504, -1.1374, -4.2070, 0.1990, 40.8598, 90.8052, 0
1745406884.784, 2.233, 3.222, -0.5501, -1.1372, -4.2069, 0.2023, 40.8573, 90.7969, 0
1745406884.864, 2.234, 3.228, -0.5502, -1.1373, -4.2070, 0.2120, 40.8613, 90.7772, 0
1745406884.944, 2.234, 3.227, -0.5501, -1.1373, -4.2069, 0.2043, 40.8580, 90.7855, 0
1745406885.023, 2.234, 3.227, -0.5501, -1.1373, -4.2070, 0.1971, 40.8512, 90.7896, 0
1745406885.103, 2.233, 3.227, -0.5501, -1.1372, -4.2070, 0.2043, 40.8470, 90.7831, 0
1745406885.183, 2.233, 3.228, -0.5502, -1.1372, -4.2069, 0.2167, 40.8537, 90.7840, 0
1745406885.262, 2.233, 3.227, -0.5502, -1.1372, -4.2069, 0.2131, 40.8615, 90.7722, 0
1745406885.342, 2.234, 3.226, -0.5501, -1.1373, -4.2070, 0.2097, 40.8590, 90.7742, 0
1745406885.421, 2.234, 3.226, -0.5501, -1.1373, -4.2070, 0.2152, 40.8542, 90.7731, 0
1745406885.501, 2.233, 3.222, -0.5502, -1.1373, -4.2069, 0.2048, 40.8509, 90.7772, 0
1745406885.581, 2.233, 3.227, -0.5501, -1.1372, -4.2069, 0.2111, 40.8539, 90.7684, 0
1745406885.660, 2.233, 3.224, -0.5502, -1.1372, -4.2070, 0.2264, 40.8538, 90.7566, 0
1745406885.740, 2.234, 3.225, -0.5501, -1.1373, -4.2070, 0.2169, 40.8574, 90.7605, 0
1745406885.820, 2.234, 3.225, -0.5501, -1.1373, -4.2072, 0.2233, 40.8572, 90.7595, 0
1745406885.899, 2.233, 3.223, -0.5500, -1.1373, -4.2070, 0.2238, 40.8534, 90.7671, 0
1745406885.979, 2.234, 3.227, -0.5502, -1.1373, -4.2070, 0.2167, 40.8514, 90.7777, 0
1745406886.059, 2.234, 3.224, -0.5501, -1.1373, -4.2071, 0.2101, 40.8532, 90.7810, 0
1745406886.138, 2.234, 3.223, -0.5500, -1.1373, -4.2070, 0.2019, 40.8523, 90.7906, 0
1745406886.218, 2.234, 3.223, -0.5500, -1.1374, -4.2071, 0.1954, 40.8582, 90.7877, 0
1745406886.298, 2.234, 3.222, -0.5500, -1.1373, -4.2071, 0.2098, 40.8580, 90.7774, 0
1745406886.377, 2.233, 3.223, -0.5501, -1.1373, -4.2070, 0.2091, 40.8644, 90.7760, 0
1745406886.457, 2.233, 3.223, -0.5500, -1.1372, -4.2070, 0.2085, 40.8612, 90.7772, 0
1745406886.536, 2.234, 3.228, -0.5502, -1.1373, -4.2070, 0.2072, 40.8543, 90.7898, 0
1745406886.616, 2.234, 3.228, -0.5500, -1.1373, -4.2072, 0.2058, 40.8536, 90.7873, 0
1745406886.696, 2.233, 3.226, -0.5520, -1.1373, -4.2049, 0.2386, 40.8949, 90.7896, 0
1745406886.776, 2.233, 3.228, -0.5575, -1.1373, -4.1989, 0.2640, 40.8684, 90.7157, 0
1745406886.855, 2.232, 3.220, -0.5666, -1.1379, -4.1892, 0.4110, 40.9367, 90.5853, 0
1745406886.935, 2.233, 3.206, -0.5778, -1.1378, -4.1765, 0.5096, 40.9194, 90.4796, 0
1745406887.014, 2.233, 3.206, -0.5899, -1.1384, -4.1629, 0.5461, 40.7273, 90.4653, 0
1745406887.094, 2.230, 3.194, -0.6014, -1.1390, -4.1499, 0.5140, 40.6358, 90.4828, 0
1745406887.174, 2.231, 3.170, -0.6117, -1.1391, -4.1377, 0.4448, 40.6016, 90.5782, 0
1745406887.253, 2.231, 3.143, -0.6208, -1.1390, -4.1271, 0.3623, 40.5965, 90.6139, 0
1745406887.333, 2.228, 3.123, -0.6287, -1.1396, -4.1181, 0.3249, 40.6324, 90.5921, 0
1745406887.413, 2.228, 3.123, -0.6368, -1.1399, -4.1091, 0.4054, 40.6911, 90.4970, 0
1745406887.492, 2.230, 3.110, -0.6452, -1.1400, -4.1002, 0.5873, 40.5952, 90.3793, 0
1745406887.572, 2.228, 3.095, -0.6547, -1.1402, -4.0895, 0.5972, 40.5474, 90.4571, 0
1745406887.651, 2.224, 3.075, -0.6643, -1.1408, -4.0782, 0.5234, 40.4597, 90.4827, 0
1745406887.731, 2.227, 3.075, -0.6745, -1.1407, -4.0664, 0.6346, 40.2635, 90.5059, 0
1745406887.811, 2.227, 3.057, -0.6827, -1.1411, -4.0568, 0.4774, 40.4216, 90.5196, 0
1745406887.890, 2.231, 3.039, -0.6861, -1.1418, -4.0532, 0.4723, 40.2839, 90.5062, 0
1745406887.970, 2.230, 3.028, -0.6856, -1.1411, -4.0536, 0.5006, 40.2880, 90.4930, 0
1745406888.050, 2.230, 3.015, -0.6844, -1.1410, -4.0551, 0.5251, 40.3103, 90.4746, 0
1745406888.129, 2.231, 3.015, -0.6834, -1.1410, -4.0562, 0.5204, 40.3034, 90.4587, 0
1745406888.209, 2.231, 3.017, -0.6830, -1.1410, -4.0566, 0.5321, 40.2789, 90.4531, 0
1745406888.289, 2.229, 3.024, -0.6830, -1.1409, -4.0565, 0.5272, 40.2631, 90.4688, 0
1745406888.368, 2.230, 3.019, -0.6829, -1.1410, -4.0565, 0.5241, 40.2596, 90.4709, 0
1745406888.448, 2.230, 3.026, -0.6829, -1.1410, -4.0567, 0.5348, 40.2619, 90.4723, 0
1745406888.528, 2.230, 3.026, -0.6829, -1.1411, -4.0566, 0.5305, 40.2587, 90.4687, 0
1745406888.607, 2.230, 3.019, -0.6828, -1.1411, -4.0568, 0.5292, 40.2618, 90.4692, 0
1745406888.687, 2.230, 3.019, -0.6829, -1.1411, -4.0566, 0.5266, 40.2599, 90.4861, 0
1745406888.767, 2.230, 3.026, -0.6829, -1.1410, -4.0567, 0.5291, 40.2627, 90.4835, 0
1745406888.846, 2.229, 3.027, -0.6828, -1.1411, -4.0567, 0.5267, 40.2620, 90.4792, 0
1745406888.926, 2.230, 3.027, -0.6828, -1.1411, -4.0567, 0.5264, 40.2584, 90.4842, 0
1745406889.005, 2.230, 3.019, -0.6828, -1.1411, -4.0567, 0.5339, 40.2601, 90.4882, 0
1745406889.085, 2.229, 3.024, -0.6828, -1.1410, -4.0567, 0.5341, 40.2596, 90.4928, 0
1745406889.165, 2.230, 3.019, -0.6828, -1.1411, -4.0567, 0.5280, 40.2549, 90.5016, 0
1745406889.245, 2.229, 3.027, -0.6827, -1.1411, -4.0568, 0.5221, 40.2559, 90.5000, 0
1745406889.324, 2.229, 3.027, -0.6827, -1.1411, -4.0568, 0.5331, 40.2538, 90.5042, 0
1745406889.404, 2.230, 3.026, -0.6827, -1.1412, -4.0567, 0.5257, 40.2581, 90.5076, 0
