Timestamp, Distance_2(Z), Distance_3(X), X, Y, Z, Roll, Yaw, Pitch, CalibrationMode, IsValid
1745406887.253, 2.232, 3.184, -0.6003, -1.1387, -4.1508, 0.4754, 40.6961, 90.5239, 0, 1
1745406887.333, 2.231, 3.167, -0.6105, -1.1390, -4.1391, 0.4384, 40.6387, 90.5464, 0, 1
1745406888.209, 2.231, 3.023, -0.6845, -1.1412, -4.0549, 0.5101, 40.2929, 90.4771, 0, 1
1745406888.289, 2.230, 3.020, -0.6839, -1.1410, -4.0556, 0.5211, 40.2888, 90.4696, 0, 1
1745406888.368, 2.230, 3.018, -0.6833, -1.1410, -4.0562, 0.5258, 40.2831, 90.4652, 0, 1
1745406888.448, 2.230, 3.020, -0.6830, -1.1410, -4.0565, 0.5277, 40.2734, 90.4647, 0, 1
1745406889.722, 2.230, 3.023, -0.6826, -1.1412, -4.0568, 0.5286, 40.2635, 90.4992, 0, 1
1745406889.802, 2.230, 3.023, -0.6826, -1.1412, -4.0569, 0.5280, 40.2647, 90.4973, 0, 1
1745406889.882, 2.230, 3.023, -0.6826, -1.1412, -4.0569, 0.5300, 40.2660, 90.4940, 0, 1
1745406890.519, 2.230, 3.024, -0.6825, -1.1412, -4.0570, 0.5251, 40.2658, 90.4936, 0, 1
1745406890.598, 2.230, 3.024, -0.6825, -1.1413, -4.0570, 0.5217, 40.2664, 90.4947, 0, 1
1745406890.678, 2.230, 3.023, -0.6825, -1.1413, -4.0570, 0.5214, 40.2666, 90.4970, 0, 1
1745406890.758, 2.230, 3.022, -0.6825, -1.1413, -4.0570, 0.5221, 40.2682, 90.4997, 0, 1
1745406890.837, 2.230, 3.023, -0.6825, -1.1413, -4.0570, 0.5235, 40.2679, 90.5009, 0, 1
1745406892.311, 2.230, 3.025, -0.6823, -1.1414, -4.0572, 0.5213, 40.2653, 90.5082, 0, 1
1745406892.390, 2.230, 3.024, -0.6823, -1.1414, -4.0572, 0.5251, 40.2576, 90.5079, 0, 1
1745406892.470, 2.230, 3.024, -0.6823, -1.1414, -4.0572, 0.5287, 40.2512, 90.5092, 0, 1
1745406894.302, 2.230, 3.022, -0.6856, -1.1416, -4.0514, 0.5578, 39.2093, 90.4978, 0, 1
1745406894.381, 2.231, 3.021, -0.6874, -1.1416, -4.0485, 0.5815, 38.6654, 90.4950, 0, 1
1745406894.461, 2.231, 3.020, -0.6894, -1.1417, -4.0450, 0.6125, 38.0073, 90.4777, 0, 1
1745406894.541, 2.233, 3.016, -0.6915, -1.1417, -4.0411, 0.6467, 37.2892, 90.4672, 0, 1
1745406894.620, 2.235, 3.012, -0.6939, -1.1418, -4.0369, 0.6911, 36.5279, 90.4601, 0, 1
