Timestamp,Distance_2(Z),Distance_3(X),X,Y,Z,Roll,Yaw,Pitch,CalibrationMode
1745404313.872,2.050,3.966,-0.2215,-1.1154,-4.8851,-0.3234,38.7169,91.9514,0
1745404313.952,2.050,3.950,-0.2199,-1.1154,-4.8868,-0.3453,38.7679,91.9319,0
1745404314.151,2.050,3.952,-0.2179,-1.1153,-4.8893,-0.3241,38.6719,91.8995,0
1745404314.350,2.049,3.957,-0.2377,-1.1164,-4.8652,-0.4126,38.6074,92.1471,0
1745404314.430,2.051,3.946,-0.2481,-1.1168,-4.8523,-0.3110,38.3406,92.0181,0
1745404314.509,2.051,3.923,-0.2531,-1.1166,-4.8458,-0.4651,38.4057,92.2374,0
1745404314.589,2.055,3.903,-0.2524,-1.1170,-4.8466,-0.4935,38.3830,92.2212,0
1745404314.668,2.055,3.903,-0.2505,-1.1171,-4.8491,-0.4184,38.4237,92.1296,0
1745404314.748,2.054,3.900,-0.2488,-1.1170,-4.8512,-0.4328,38.3810,92.1226,0
1745404314.828,2.054,3.903,-0.2477,-1.1168,-4.8526,-0.4366,38.4086,92.1329,0
1745404314.907,2.053,3.904,-0.2475,-1.1168,-4.8528,-0.4541,38.4183,92.1720,0
1745404314.987,2.054,3.907,-0.2476,-1.1168,-4.8527,-0.4583,38.4241,92.1881,0
1745404315.067,2.054,3.907,-0.2474,-1.1168,-4.8527,-0.4746,38.4325,92.2122,0
1745404315.146,2.052,3.907,-0.2474,-1.1168,-4.8528,-0.4808,38.4419,92.2281,0
1745404315.226,2.053,3.907,-0.2494,-1.1169,-4.8504,-0.4569,38.3914,92.1678,0
1745404315.306,2.052,3.906,-0.2567,-1.1172,-4.8411,-0.5725,38.4961,92.1785,0
1745404315.385,2.053,3.902,-0.2658,-1.1179,-4.8305,-0.4971,38.3080,92.1492,0
1745404315.465,2.053,3.902,-0.2724,-1.1179,-4.8222,-0.4912,38.2766,92.1903,0
1745404315.545,2.055,3.883,-0.2737,-1.1176,-4.8206,-0.4388,38.3452,92.1663,0
1745404315.624,2.055,3.868,-0.2728,-1.1178,-4.8216,-0.4414,38.3383,92.1421,0
1745404315.704,2.055,3.867,-0.2715,-1.1179,-4.8232,-0.4403,38.3482,92.1319,0
1745404315.783,2.055,3.868,-0.2708,-1.1180,-4.8240,-0.4277,38.3441,92.1166,0
1745404315.863,2.055,3.868,-0.2717,-1.1182,-4.8230,-0.3986,38.3568,92.1503,0
1745404315.943,2.054,3.868,-0.2767,-1.1181,-4.8166,-0.4253,38.3804,92.0169,0
1745404316.023,2.056,3.871,-0.2859,-1.1190,-4.8050,-0.4032,38.2912,92.1300,0
1745404316.102,2.056,3.861,-0.2953,-1.1189,-4.7938,-0.3273,38.1613,92.2326,0
1745404316.182,2.055,3.841,-0.2993,-1.1193,-4.7886,-0.3766,38.0239,92.2433,0
1745404316.262,2.055,3.841,-0.2988,-1.1190,-4.7889,-0.4106,38.0419,92.2542,0
1745404316.341,2.055,3.828,-0.2979,-1.1189,-4.7902,-0.4189,38.0484,92.2467,0
1745404316.421,2.056,3.826,-0.2970,-1.1189,-4.7913,-0.4181,38.0080,92.2245,0
1745404316.500,2.055,3.829,-0.2981,-1.1190,-4.7900,-0.3515,37.9434,92.2230,0
1745404316.580,2.056,3.831,-0.3038,-1.1195,-4.7824,-0.5116,38.0043,92.2567,0
1745404316.660,2.056,3.831,-0.3123,-1.1210,-4.7726,-0.3617,37.8855,92.0350,0
1745404316.739,2.056,3.827,-0.3192,-1.1210,-4.7636,-0.4733,37.7720,92.0596,0
1745404316.819,2.056,3.808,-0.3214,-1.1206,-4.7604,-0.5292,37.7397,92.1998,0
1745404316.899,2.058,3.794,-0.3211,-1.1202,-4.7607,-0.5490,37.7844,92.2097,0
1745404316.978,2.058,3.792,-0.3204,-1.1201,-4.7616,-0.5015,37.7542,92.1431,0
1745404317.058,2.058,3.792,-0.3197,-1.1203,-4.7626,-0.4772,37.7391,92.1293,0
1745404317.138,2.059,3.794,-0.3196,-1.1202,-4.7626,-0.4838,37.7579,92.1325,0
1745404317.217,2.057,3.792,-0.3199,-1.1203,-4.7625,-0.4820,37.8211,92.0765,0
1745404317.297,2.059,3.794,-0.3239,-1.1206,-4.7575,-0.5030,37.7415,92.1814,0
1745404317.377,2.059,3.794,-0.3297,-1.1207,-4.7497,-0.5345,37.6580,92.1261,0
1745404317.456,2.059,3.793,-0.3357,-1.1210,-4.7428,-0.4941,37.6096,92.1496,0
1745404317.536,2.060,3.780,-0.3382,-1.1208,-4.7397,-0.4740,37.6109,92.0863,0
1745404317.615,2.061,3.770,-0.3382,-1.1211,-4.7397,-0.4646,37.6811,92.0852,0
1745404317.695,2.060,3.764,-0.3380,-1.1211,-4.7399,-0.4622,37.6807,92.0741,0
1745404317.775,2.061,3.764,-0.3380,-1.1210,-4.7398,-0.4573,37.6892,92.0644,0
1745404317.854,2.061,3.764,-0.3380,-1.1211,-4.7398,-0.4559,37.6901,92.0655,0
1745404317.934,2.061,3.765,-0.3381,-1.1210,-4.7398,-0.4404,37.6883,92.0558,0
1745404318.014,2.061,3.766,-0.3380,-1.1211,-4.7399,-0.4434,37.6845,92.0467,0
1745404318.093,2.061,3.766,-0.3379,-1.1211,-4.7399,-0.4404,37.6812,92.0534,0
1745404318.173,2.060,3.766,-0.3381,-1.1212,-4.7400,-0.4337,37.6774,92.0544,0
